Station,Year,Month,Day,date,station,year,month,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm)
Seletar,2022,10,28,2022-10-28,S25,2022,10,5.6,5,5,5
Seletar,2022,10,29,2022-10-29,S25,2022,10,0,0,0,0
Seletar,2022,10,30,2022-10-30,S25,2022,10,43.8,21.4,25,43.6
Seletar,2022,10,31,2022-10-31,S25,2022,10,13,14,26.6,41.6
Seletar,2022,11,1,2022-11-01,S25,2022,11,0,0,0,0
Seletar,2022,11,2,2022-11-02,S25,2022,11,0,0,0,0
Seletar,2022,11,3,2022-11-03,S25,2022,11,14.8,11,14.6,14.8
Seletar,2022,11,4,2022-11-04,S25,2022,11,0.8,0.4,0.4,0.4
Seletar,2022,11,5,2022-11-05,S25,2022,11,32.4,16.2,22.6,25.4
Seletar,2022,11,6,2022-11-06,S25,2022,11,1,0.6,0.8,0.8
Seletar,2022,11,7,2022-11-07,S25,2022,11,31,22,28.2,30.4
Seletar,2022,11,8,2022-11-08,S25,2022,11,28.2,24.6,26.2,26.6
Seletar,2022,11,9,2022-11-09,S25,2022,11,0.8,0.8,0.8,0.8
Seletar,2022,11,10,2022-11-10,S25,2022,11,11.2,2.2,3.8,7.2
Seletar,2022,11,11,2022-11-11,S25,2022,11,1.2,1,1.2,1.2
Seletar,2022,11,12,2022-11-12,S25,2022,11,54.4,26.4,38,44.4
Seletar,2022,11,13,2022-11-13,S25,2022,11,11.4,7.8,9,11.2
Seletar,2022,11,14,2022-11-14,S25,2022,11,111.2,46.6,85,109
Seletar,2022,11,15,2022-11-15,S25,2022,11,2.2,0.6,0.8,1.2
Seletar,2022,11,16,2022-11-16,S25,2022,11,37.4,23,29.6,35.4
Seletar,2022,11,17,2022-11-17,S25,2022,11,0.4,0.2,0.2,0.2
Seletar,2022,11,18,2022-11-18,S25,2022,11,0,0,0,0
Seletar,2022,11,19,2022-11-19,S25,2022,11,7,2,3.4,5.2
Seletar,2022,11,20,2022-11-20,S25,2022,11,0.2,0.2,0.2,0.2
Seletar,2022,11,21,2022-11-21,S25,2022,11,3,2.4,3,3
Seletar,2022,11,22,2022-11-22,S25,2022,11,1.2,1.2,1.2,1.2
Seletar,2022,11,23,2022-11-23,S25,2022,11,8.2,7.4,7.8,8
Seletar,2022,11,24,2022-11-24,S25,2022,11,34.2,25.6,34.2,34.2
Seletar,2022,11,25,2022-11-25,S25,2022,11,8.4,15.6,36.6,40.2
Seletar,2022,11,26,2022-11-26,S25,2022,11,0,0,0,0
Seletar,2022,11,27,2022-11-27,S25,2022,11,6.6,4,5.8,5.8
Seletar,2022,11,28,2022-11-28,S25,2022,11,17,16,16.4,16.4
Seletar,2022,11,29,2022-11-29,S25,2022,11,2.4,1.4,1.4,2.4
Seletar,2022,11,30,2022-11-30,S25,2022,11,59.6,31.4,44.4,54
Seletar,2022,12,1,2022-12-01,S25,2022,12,36,15.4,20.2,32.4
Seletar,2022,12,2,2022-12-02,S25,2022,12,28.4,24.2,26.2,27.2
Seletar,2022,12,3,2022-12-03,S25,2022,12,0.2,0.2,0.2,0.2
Seletar,2022,12,4,2022-12-04,S25,2022,12,28.8,15.8,17,19.4
Seletar,2022,12,5,2022-12-05,S25,2022,12,4.4,2.8,3.4,4.2
Seletar,2022,12,6,2022-12-06,S25,2022,12,5,4.6,5,5
Seletar,2022,12,7,2022-12-07,S25,2022,12,1,1,1,1
Seletar,2022,12,8,2022-12-08,S25,2022,12,1.2,0.4,0.4,0.6
Seletar,2022,12,9,2022-12-09,S25,2022,12,0,0,0,0
Seletar,2022,12,10,2022-12-10,S25,2022,12,0,0,0,0
Seletar,2022,12,11,2022-12-11,S25,2022,12,60.2,34.8,49,56.2
Seletar,2022,12,12,2022-12-12,S25,2022,12,0,0,0,0
Seletar,2022,12,13,2022-12-13,S25,2022,12,10.4,2.8,3.4,6
Seletar,2022,12,14,2022-12-14,S25,2022,12,3.8,1,1.4,1.6
Seletar,2022,12,15,2022-12-15,S25,2022,12,2.6,0.6,1,1.2
Seletar,2022,12,16,2022-12-16,S25,2022,12,0.6,0.4,0.4,0.4
Seletar,2022,12,17,2022-12-17,S25,2022,12,23.8,14.6,22.2,23.6
Seletar,2022,12,18,2022-12-18,S25,2022,12,55.4,17.4,31.8,54.4
Seletar,2022,12,19,2022-12-19,S25,2022,12,0.6,0.2,0.2,0.4
Seletar,2022,12,20,2022-12-20,S25,2022,12,48.4,32.2,47.6,48.4
Seletar,2022,12,21,2022-12-21,S25,2022,12,11.2,11.2,11.2,11.2
Seletar,2022,12,22,2022-12-22,S25,2022,12,0,0,0,0
Seletar,2022,12,23,2022-12-23,S25,2022,12,0.4,0.2,0.2,0.2
Seletar,2022,12,24,2022-12-24,S25,2022,12,0,0,0,0
Seletar,2022,12,25,2022-12-25,S25,2022,12,13.8,13.4,13.8,13.8
Seletar,2022,12,26,2022-12-26,S25,2022,12,0,0,0,0
Seletar,2022,12,27,2022-12-27,S25,2022,12,0.2,0.2,0.2,0.2
Seletar,2022,12,28,2022-12-28,S25,2022,12,1.2,1.2,1.2,1.2
Seletar,2022,12,29,2022-12-29,S25,2022,12,2.2,2.2,2.2,2.2
Seletar,2022,12,30,2022-12-30,S25,2022,12,0,0,0,0
Seletar,2022,12,31,2022-12-31,S25,2022,12,2.2,1.8,2,2.2
Seletar,2023,1,1,2023-01-01,S25,2023,1,0,0,0,0
Seletar,2023,1,2,2023-01-02,S25,2023,1,0,0,0,0
Seletar,2023,1,3,2023-01-03,S25,2023,1,1.2,1.2,1.2,1.2
Seletar,2023,1,4,2023-01-04,S25,2023,1,0,0,0,0
Seletar,2023,1,5,2023-01-05,S25,2023,1,9.2,7.4,8,9.2
Seletar,2023,1,6,2023-01-06,S25,2023,1,0,0,0,0
Seletar,2023,1,7,2023-01-07,S25,2023,1,0.6,0.6,0.6,0.6
Seletar,2023,1,8,2023-01-08,S25,2023,1,0,0,0,0
Seletar,2023,1,9,2023-01-09,S25,2023,1,0,0,0,0
Seletar,2023,1,10,2023-01-10,S25,2023,1,0,0,0,0
Seletar,2023,1,11,2023-01-11,S25,2023,1,3.6,2.2,3.6,3.6
Seletar,2023,1,12,2023-01-12,S25,2023,1,0,0,0,0
Seletar,2023,1,13,2023-01-13,S25,2023,1,12.2,11.8,11.8,12
Seletar,2023,1,14,2023-01-14,S25,2023,1,6.2,3.2,4.6,5.8
Seletar,2023,1,15,2023-01-15,S25,2023,1,0,0,0,0
Seletar,2023,1,16,2023-01-16,S25,2023,1,0,0,0,0
Seletar,2023,1,17,2023-01-17,S25,2023,1,0,0,0,0
Seletar,2023,1,18,2023-01-18,S25,2023,1,0,0,0,0
Seletar,2023,1,19,2023-01-19,S25,2023,1,4,1.8,1.8,2.2
Seletar,2023,1,20,2023-01-20,S25,2023,1,14,4.2,4.8,7.8
Seletar,2023,1,21,2023-01-21,S25,2023,1,0,0,0.8,1
Seletar,2023,1,22,2023-01-22,S25,2023,1,24.6,9.4,11.2,17.2
Seletar,2023,1,23,2023-01-23,S25,2023,1,12.2,6.4,8,8.8
Seletar,2023,1,24,2023-01-24,S25,2023,1,36,2.6,5,8.8
Seletar,2023,1,25,2023-01-25,S25,2023,1,25.8,9.6,12.8,14.2
Seletar,2023,1,26,2023-01-26,S25,2023,1,4.2,1.4,2.2,2.8
Seletar,2023,1,27,2023-01-27,S25,2023,1,0,0,0,0
Seletar,2023,1,28,2023-01-28,S25,2023,1,6.8,1.4,2.2,3.4
Seletar,2023,1,29,2023-01-29,S25,2023,1,10,2,3.8,5.8
Seletar,2023,1,30,2023-01-30,S25,2023,1,4.6,2.8,3.6,3.8
Seletar,2023,1,31,2023-01-31,S25,2023,1,2.8,1,1.4,2
Seletar,2023,2,1,2023-02-01,S25,2023,2,0,0,0,0
Seletar,2023,2,2,2023-02-02,S25,2023,2,0.8,0.8,0.8,0.8
Seletar,2023,2,3,2023-02-03,S25,2023,2,5.2,2.2,2.8,3.4
Seletar,2023,2,4,2023-02-04,S25,2023,2,10.8,1.8,3,5
Seletar,2023,2,5,2023-02-05,S25,2023,2,7,4,4.4,4.6
Seletar,2023,2,6,2023-02-06,S25,2023,2,0,0,0,0
Seletar,2023,2,7,2023-02-07,S25,2023,2,0,0,0,0
Seletar,2023,2,8,2023-02-08,S25,2023,2,0,0,0,0
Seletar,2023,2,9,2023-02-09,S25,2023,2,0,0,0,0
Seletar,2023,2,10,2023-02-10,S25,2023,2,13.2,11.4,12.4,13.2
Seletar,2023,2,11,2023-02-11,S25,2023,2,0,0,0,0
Seletar,2023,2,12,2023-02-12,S25,2023,2,42.8,14.4,20,23
Seletar,2023,2,13,2023-02-13,S25,2023,2,0,0,0,0
Seletar,2023,2,14,2023-02-14,S25,2023,2,63.8,32.4,46.8,60.6
Seletar,2023,2,15,2023-02-15,S25,2023,2,8,4.6,6.6,8
Seletar,2023,2,16,2023-02-16,S25,2023,2,0,0,0,0
Seletar,2023,2,17,2023-02-17,S25,2023,2,0,0,0,0
Seletar,2023,2,18,2023-02-18,S25,2023,2,0,0,0,0
Seletar,2023,2,19,2023-02-19,S25,2023,2,0,0,0,0
Seletar,2023,2,20,2023-02-20,S25,2023,2,1.8,0.8,0.8,0.8
Seletar,2023,2,21,2023-02-21,S25,2023,2,0,0,0,0
Seletar,2023,2,22,2023-02-22,S25,2023,2,0,0,0,0
Seletar,2023,2,23,2023-02-23,S25,2023,2,0,0,0,0
Seletar,2023,2,24,2023-02-24,S25,2023,2,0,0,0,0
Seletar,2023,2,25,2023-02-25,S25,2023,2,0,0,0,0
Seletar,2023,2,26,2023-02-26,S25,2023,2,2.4,2,2.2,2.4
Seletar,2023,2,27,2023-02-27,S25,2023,2,0.8,0.6,0.6,0.8
Seletar,2023,2,28,2023-02-28,S25,2023,2,143,19.4,32.4,58.6
Seletar,2023,3,1,2023-03-01,S25,2023,3,64.8,19.2,29.8,46.2
Seletar,2023,3,2,2023-03-02,S25,2023,3,53,21.6,32.8,45.8
Seletar,2023,3,3,2023-03-03,S25,2023,3,49,10,12,16.6
Seletar,2023,3,4,2023-03-04,S25,2023,3,29,6.2,9.6,17.6
Seletar,2023,3,5,2023-03-05,S25,2023,3,15.8,5,6.2,7.2
Seletar,2023,3,6,2023-03-06,S25,2023,3,1.2,1.2,1.2,1.2
Seletar,2023,3,7,2023-03-07,S25,2023,3,1.8,1.2,1.2,1.4
Seletar,2023,3,8,2023-03-08,S25,2023,3,0,0,0,0
Seletar,2023,3,9,2023-03-09,S25,2023,3,0,0,0,0
Seletar,2023,3,10,2023-03-10,S25,2023,3,0,0,0,0
Seletar,2023,3,11,2023-03-11,S25,2023,3,0,0,0,0
Seletar,2023,3,12,2023-03-12,S25,2023,3,0,0,0,0
Seletar,2023,3,13,2023-03-13,S25,2023,3,0,0,0,0
Seletar,2023,3,14,2023-03-14,S25,2023,3,0,0,0,0
Seletar,2023,3,15,2023-03-15,S25,2023,3,0,0,0,0
Seletar,2023,3,16,2023-03-16,S25,2023,3,0,0,0,0
Seletar,2023,3,17,2023-03-17,S25,2023,3,0,0,0,0
Seletar,2023,3,18,2023-03-18,S25,2023,3,0,0,0,0
Seletar,2023,3,19,2023-03-19,S25,2023,3,0,0,0,0
Seletar,2023,3,20,2023-03-20,S25,2023,3,11.8,7,7.8,7.8
Seletar,2023,3,21,2023-03-21,S25,2023,3,3.8,1.4,2.2,3
Seletar,2023,3,22,2023-03-22,S25,2023,3,0,0,0,0
Seletar,2023,3,23,2023-03-23,S25,2023,3,0,0,0,0
Seletar,2023,3,24,2023-03-24,S25,2023,3,5.6,3.6,4.4,4.4
Seletar,2023,3,25,2023-03-25,S25,2023,3,15,7.6,9,11.6
Seletar,2023,3,26,2023-03-26,S25,2023,3,0.2,0.2,0.2,0.2
Seletar,2023,3,27,2023-03-27,S25,2023,3,1.4,0.8,1.2,1.2
Seletar,2023,3,28,2023-03-28,S25,2023,3,0,0,0,0
Seletar,2023,3,29,2023-03-29,S25,2023,3,15.4,9.4,11.2,15.4
Seletar,2023,3,30,2023-03-30,S25,2023,3,54.2,26.4,47.6,54.2
Seletar,2023,3,31,2023-03-31,S25,2023,3,23.8,21,23.6,23.8
Seletar,2023,4,1,2023-04-01,S25,2023,4,60.2,23.8,40.6,54.8
Seletar,2023,4,2,2023-04-02,S25,2023,4,0.8,0.8,0.8,0.8
Seletar,2023,4,3,2023-04-03,S25,2023,4,17.2,9.4,10.2,13
Seletar,2023,4,4,2023-04-04,S25,2023,4,0,0,0,0
Seletar,2023,4,5,2023-04-05,S25,2023,4,0,0,0,0
Seletar,2023,4,6,2023-04-06,S25,2023,4,0,0,0,0
Seletar,2023,4,7,2023-04-07,S25,2023,4,0,0,0,0
Seletar,2023,4,8,2023-04-08,S25,2023,4,0.2,0.2,0.2,0.2
Seletar,2023,4,9,2023-04-09,S25,2023,4,0,0,0,0
Seletar,2023,4,10,2023-04-10,S25,2023,4,33.8,23.4,27.8,33.6
Seletar,2023,4,11,2023-04-11,S25,2023,4,0,0,0,0
Seletar,2023,4,12,2023-04-12,S25,2023,4,0,0,0,0
Seletar,2023,4,13,2023-04-13,S25,2023,4,20,17.6,18.2,18.2
Seletar,2023,4,14,2023-04-14,S25,2023,4,16.6,16.4,16.4,16.6
Seletar,2023,4,15,2023-04-15,S25,2023,4,2.4,2.4,2.4,2.4
Seletar,2023,4,16,2023-04-16,S25,2023,4,6.2,6.2,6.2,6.2
Seletar,2023,4,17,2023-04-17,S25,2023,4,12.6,9.4,11,11.2
Seletar,2023,4,18,2023-04-18,S25,2023,4,0.2,0.2,0.2,0.2
Seletar,2023,4,19,2023-04-19,S25,2023,4,7,7,7,7
Seletar,2023,4,20,2023-04-20,S25,2023,4,1.6,1.6,1.6,1.6
Seletar,2023,4,21,2023-04-21,S25,2023,4,0.6,0.6,0.6,0.6
Seletar,2023,4,22,2023-04-22,S25,2023,4,20.4,19.8,20.4,20.4
Seletar,2023,4,23,2023-04-23,S25,2023,4,0,0,0,0
Seletar,2023,4,24,2023-04-24,S25,2023,4,0,0,0,0
Seletar,2023,4,25,2023-04-25,S25,2023,4,7.4,7.4,7.4,7.4
Seletar,2023,4,26,2023-04-26,S25,2023,4,0,0,0,0
Seletar,2023,4,27,2023-04-27,S25,2023,4,1.4,1.2,1.2,1.4
Seletar,2023,4,28,2023-04-28,S25,2023,4,1.2,1,1,1.2
Seletar,2023,4,29,2023-04-29,S25,2023,4,9.2,6,8,9.2
Seletar,2023,4,30,2023-04-30,S25,2023,4,14,6.2,6.2,11.2
Seletar,2023,5,1,2023-05-01,S25,2023,5,0,0,0,0
Seletar,2023,5,2,2023-05-02,S25,2023,5,0,0,0,0
Seletar,2023,5,3,2023-05-03,S25,2023,5,5.2,5.2,5.2,5.2
Seletar,2023,5,4,2023-05-04,S25,2023,5,15,14.2,14.8,15
Seletar,2023,5,5,2023-05-05,S25,2023,5,0,0,0,0
Seletar,2023,5,6,2023-05-06,S25,2023,5,1.8,1,1.6,1.8
Seletar,2023,5,7,2023-05-07,S25,2023,5,2.4,1,1.2,1.8
Seletar,2023,5,8,2023-05-08,S25,2023,5,0.2,0.2,0.2,0.2
Seletar,2023,5,9,2023-05-09,S25,2023,5,0,0,0,0
Seletar,2023,5,10,2023-05-10,S25,2023,5,0,0,0,0
Seletar,2023,5,11,2023-05-11,S25,2023,5,0,0,0,0
Seletar,2023,5,12,2023-05-12,S25,2023,5,0,0,0,0
Seletar,2023,5,13,2023-05-13,S25,2023,5,0,0,0,0
Seletar,2023,5,14,2023-05-14,S25,2023,5,15.8,15.2,15.8,15.8
Seletar,2023,5,15,2023-05-15,S25,2023,5,0,0,0,0
Seletar,2023,5,16,2023-05-16,S25,2023,5,7.8,6.6,7.6,7.6
Seletar,2023,5,17,2023-05-17,S25,2023,5,4.4,2.8,4.4,4.4
Seletar,2023,5,18,2023-05-18,S25,2023,5,0,0,0,0
Seletar,2023,5,19,2023-05-19,S25,2023,5,0.4,0.4,0.4,0.4
Seletar,2023,5,20,2023-05-20,S25,2023,5,0,0,0,0
Seletar,2023,5,21,2023-05-21,S25,2023,5,12.8,12.4,12.8,12.8
Seletar,2023,5,22,2023-05-22,S25,2023,5,0,0,0,0
Seletar,2023,5,23,2023-05-23,S25,2023,5,1.8,1.4,1.4,1.4
Seletar,2023,5,24,2023-05-24,S25,2023,5,0,0,0,0
Seletar,2023,5,25,2023-05-25,S25,2023,5,0,0,0,0
Seletar,2023,5,26,2023-05-26,S25,2023,5,21.4,15.2,20,20.8
Seletar,2023,5,27,2023-05-27,S25,2023,5,0,0,0,0
Seletar,2023,5,28,2023-05-28,S25,2023,5,0,0,0,0
Seletar,2023,5,29,2023-05-29,S25,2023,5,0.4,0.4,0.4,0.4
Seletar,2023,5,30,2023-05-30,S25,2023,5,0.6,0.6,0.6,0.6
Seletar,2023,5,31,2023-05-31,S25,2023,5,0,0,0,0
Seletar,2023,6,1,2023-06-01,S25,2023,6,45.2,22.2,34.4,40.8
Seletar,2023,6,2,2023-06-02,S25,2023,6,0,0,0,0
Seletar,2023,6,3,2023-06-03,S25,2023,6,2.2,1.6,1.6,1.6
Seletar,2023,6,4,2023-06-04,S25,2023,6,20,9.6,11.8,12
Seletar,2023,6,5,2023-06-05,S25,2023,6,0,0,0,0
Seletar,2023,6,6,2023-06-06,S25,2023,6,1.4,1,1,1
Seletar,2023,6,7,2023-06-07,S25,2023,6,0,0,0,0
Seletar,2023,6,8,2023-06-08,S25,2023,6,0,0,0,0
Seletar,2023,6,9,2023-06-09,S25,2023,6,0,0,0,0
Seletar,2023,6,10,2023-06-10,S25,2023,6,0,0,0,0
Seletar,2023,6,11,2023-06-11,S25,2023,6,0,0,0,0
Seletar,2023,6,12,2023-06-12,S25,2023,6,24,8.6,10.2,15.6
Seletar,2023,6,13,2023-06-13,S25,2023,6,0,0,0,0
Seletar,2023,6,14,2023-06-14,S25,2023,6,0,0,0,0
Seletar,2023,6,15,2023-06-15,S25,2023,6,0,0,0,0
Seletar,2023,6,16,2023-06-16,S25,2023,6,0.2,0.2,0.2,0.2
Seletar,2023,6,17,2023-06-17,S25,2023,6,0,0,0,0
Seletar,2023,6,18,2023-06-18,S25,2023,6,3.8,1.8,2,3.4
Seletar,2023,6,19,2023-06-19,S25,2023,6,24.2,22.6,24.2,24.2
Seletar,2023,6,20,2023-06-20,S25,2023,6,0,0,0,0
Seletar,2023,6,21,2023-06-21,S25,2023,6,0,0,0,0
Seletar,2023,6,22,2023-06-22,S25,2023,6,0,0,0,0
Seletar,2023,6,23,2023-06-23,S25,2023,6,4.2,2,3,3.2
Seletar,2023,6,24,2023-06-24,S25,2023,6,1.2,1.2,1.2,1.2
Seletar,2023,6,25,2023-06-25,S25,2023,6,0,0,0,0
Seletar,2023,6,26,2023-06-26,S25,2023,6,15.6,12.6,14.6,15.4
Seletar,2023,6,27,2023-06-27,S25,2023,6,19,8.8,10,19
Seletar,2023,6,28,2023-06-28,S25,2023,6,1,1,1,1
Seletar,2023,6,29,2023-06-29,S25,2023,6,8.2,7.8,7.8,8.2
Seletar,2023,6,30,2023-06-30,S25,2023,6,21.4,18.2,18.4,21.2
Seletar,2023,7,1,2023-07-01,S25,2023,7,0.4,0.2,0.4,0.4
Seletar,2023,7,2,2023-07-02,S25,2023,7,0,0,0,0
Seletar,2023,7,3,2023-07-03,S25,2023,7,3.4,2.2,2.4,2.6
Seletar,2023,7,4,2023-07-04,S25,2023,7,0,0,0,0
Seletar,2023,7,5,2023-07-05,S25,2023,7,0,0,0,0
Seletar,2023,7,6,2023-07-06,S25,2023,7,1.2,0.4,0.6,1
Seletar,2023,7,7,2023-07-07,S25,2023,7,19.6,11.2,18.6,19.2
Seletar,2023,7,8,2023-07-08,S25,2023,7,0.6,0.6,0.6,0.6
Seletar,2023,7,9,2023-07-09,S25,2023,7,1.8,1,1.4,1.4
Seletar,2023,7,10,2023-07-10,S25,2023,7,2.6,2.4,2.4,2.4
Seletar,2023,7,11,2023-07-11,S25,2023,7,3.2,1,1.8,2.6
Seletar,2023,7,12,2023-07-12,S25,2023,7,0,0,0,0
Seletar,2023,7,13,2023-07-13,S25,2023,7,0,0,0,0
Seletar,2023,7,14,2023-07-14,S25,2023,7,20.4,7,8.4,10.8
Seletar,2023,7,15,2023-07-15,S25,2023,7,0,0.2,0.2,0.2
Seletar,2023,7,16,2023-07-16,S25,2023,7,0,0,0,0
Seletar,2023,7,17,2023-07-17,S25,2023,7,1.8,1,1,1.8
Seletar,2023,7,18,2023-07-18,S25,2023,7,0.2,0.2,0.2,0.2
Seletar,2023,7,19,2023-07-19,S25,2023,7,8,8,8,8
Seletar,2023,7,20,2023-07-20,S25,2023,7,43.6,14.4,25.2,28.4
Seletar,2023,7,21,2023-07-21,S25,2023,7,0,0,0,0
Seletar,2023,7,22,2023-07-22,S25,2023,7,0,0,0,0
Seletar,2023,7,23,2023-07-23,S25,2023,7,6,6,6,6
Seletar,2023,7,24,2023-07-24,S25,2023,7,0,0,0,0
Seletar,2023,7,25,2023-07-25,S25,2023,7,0,0,0,0
Seletar,2023,7,26,2023-07-26,S25,2023,7,0,0,0,0
Seletar,2023,7,27,2023-07-27,S25,2023,7,0,0,0,0
Seletar,2023,7,28,2023-07-28,S25,2023,7,0,0,0,0
Seletar,2023,7,29,2023-07-29,S25,2023,7,0,0,0,0
Seletar,2023,7,30,2023-07-30,S25,2023,7,0,0,0,0
Seletar,2023,7,31,2023-07-31,S25,2023,7,0,0,0,0
Seletar,2023,8,1,2023-08-01,S25,2023,8,0.4,0.4,0.4,0.4
Seletar,2023,8,2,2023-08-02,S25,2023,8,0,0,0,0
Seletar,2023,8,3,2023-08-03,S25,2023,8,6,1.4,2.2,4
Seletar,2023,8,4,2023-08-04,S25,2023,8,0.2,0.2,0.2,0.2
Seletar,2023,8,5,2023-08-05,S25,2023,8,0,0,0,0
Seletar,2023,8,6,2023-08-06,S25,2023,8,0,0,0,0
Seletar,2023,8,7,2023-08-07,S25,2023,8,0,0,0,0
Seletar,2023,8,8,2023-08-08,S25,2023,8,5.4,2.2,3.6,5.4
Seletar,2023,8,9,2023-08-09,S25,2023,8,0,0,0,0
Seletar,2023,8,10,2023-08-10,S25,2023,8,0,0,0,0
Seletar,2023,8,11,2023-08-11,S25,2023,8,1,1,1,1
Seletar,2023,8,12,2023-08-12,S25,2023,8,3.6,3,3,3
Seletar,2023,8,13,2023-08-13,S25,2023,8,0,0,0,0
Seletar,2023,8,14,2023-08-14,S25,2023,8,54.4,20.2,32.6,51.4
Seletar,2023,8,15,2023-08-15,S25,2023,8,0.6,0.6,0.6,0.6
Seletar,2023,8,16,2023-08-16,S25,2023,8,5,4.4,4.8,5
Seletar,2023,8,17,2023-08-17,S25,2023,8,14.8,13.8,14.2,14.4
Seletar,2023,8,18,2023-08-18,S25,2023,8,1.8,1,1,1.6
Seletar,2023,8,19,2023-08-19,S25,2023,8,44,29.4,42.4,44
Seletar,2023,8,20,2023-08-20,S25,2023,8,0,0,0,0
Seletar,2023,8,21,2023-08-21,S25,2023,8,24.2,7.2,9.6,12.8
Seletar,2023,8,22,2023-08-22,S25,2023,8,0,0,0,0
Seletar,2023,8,23,2023-08-23,S25,2023,8,0,0,0,0
Seletar,2023,8,24,2023-08-24,S25,2023,8,0,0,0,0
Seletar,2023,8,25,2023-08-25,S25,2023,8,6.4,6.4,6.4,6.4
Seletar,2023,8,26,2023-08-26,S25,2023,8,2.8,2.2,2.4,2.4
Seletar,2023,8,27,2023-08-27,S25,2023,8,0.4,0.4,0.4,0.4
Seletar,2023,8,28,2023-08-28,S25,2023,8,0,0,0,0
Seletar,2023,8,29,2023-08-29,S25,2023,8,1.2,1,1,1.2
Seletar,2023,8,30,2023-08-30,S25,2023,8,0,0,0,0
Seletar,2023,8,31,2023-08-31,S25,2023,8,0,0,0,0
Seletar,2023,9,1,2023-09-01,S25,2023,9,0,0,0,0
Seletar,2023,9,2,2023-09-02,S25,2023,9,0,0,0,0
Seletar,2023,9,3,2023-09-03,S25,2023,9,0,0,0,0
Seletar,2023,9,4,2023-09-04,S25,2023,9,0.2,0.2,0.2,0.2
Seletar,2023,9,5,2023-09-05,S25,2023,9,5.6,3.2,5.6,5.6
Seletar,2023,9,6,2023-09-06,S25,2023,9,51.6,19.6,28.2,28.8
Seletar,2023,9,7,2023-09-07,S25,2023,9,0.4,0.4,0.6,1
Seletar,2023,9,8,2023-09-08,S25,2023,9,2.6,2.2,2.4,2.6
Seletar,2023,9,9,2023-09-09,S25,2023,9,0,0,0,0
Seletar,2023,9,10,2023-09-10,S25,2023,9,1.2,0.8,0.8,0.8
Seletar,2023,9,11,2023-09-11,S25,2023,9,0,0,0,0
Seletar,2023,9,12,2023-09-12,S25,2023,9,3,3,3,3
Seletar,2023,9,13,2023-09-13,S25,2023,9,0,0,0,0
Seletar,2023,9,14,2023-09-14,S25,2023,9,0,0,0,0
Seletar,2023,9,15,2023-09-15,S25,2023,9,0,0,0,0
Seletar,2023,9,16,2023-09-16,S25,2023,9,0,0,0,0
Seletar,2023,9,17,2023-09-17,S25,2023,9,8,8,8,8
Seletar,2023,9,18,2023-09-18,S25,2023,9,0.4,0.4,0.4,0.4
Seletar,2023,9,19,2023-09-19,S25,2023,9,55.6,27.4,45.6,51.6
Seletar,2023,9,20,2023-09-20,S25,2023,9,11.4,8,10.2,11.2
Seletar,2023,9,21,2023-09-21,S25,2023,9,12.8,12.2,12.4,12.6
Seletar,2023,9,22,2023-09-22,S25,2023,9,1.2,0.8,0.8,0.8
Seletar,2023,9,23,2023-09-23,S25,2023,9,0,0,0,0
Seletar,2023,9,24,2023-09-24,S25,2023,9,24.2,18.6,20.6,21.2
Seletar,2023,9,25,2023-09-25,S25,2023,9,0,0,0,0
Seletar,2023,9,26,2023-09-26,S25,2023,9,0,0,0,0
Seletar,2023,9,27,2023-09-27,S25,2023,9,0,0,0,0
Seletar,2023,9,28,2023-09-28,S25,2023,9,0,0,0,0
Seletar,2023,9,29,2023-09-29,S25,2023,9,1.8,1.8,1.8,1.8
Seletar,2023,9,30,2023-09-30,S25,2023,9,23.8,23.2,23.6,23.6
Seletar,2023,10,1,2023-10-01,S25,2023,10,0,0,0,0
Seletar,2023,10,2,2023-10-02,S25,2023,10,0,0,0,0
Seletar,2023,10,3,2023-10-03,S25,2023,10,2.4,2,2,2
Seletar,2023,10,4,2023-10-04,S25,2023,10,0,0,0,0
Seletar,2023,10,5,2023-10-05,S25,2023,10,0,0,0,0
Seletar,2023,10,6,2023-10-06,S25,2023,10,0,0,0,0
Seletar,2023,10,7,2023-10-07,S25,2023,10,0,0,0,0
Seletar,2023,10,8,2023-10-08,S25,2023,10,0.2,0.2,0.2,0.2
Seletar,2023,10,9,2023-10-09,S25,2023,10,0,0,0,0
Seletar,2023,10,10,2023-10-10,S25,2023,10,0,0,0,0
Seletar,2023,10,11,2023-10-11,S25,2023,10,0,0,0,0
Seletar,2023,10,12,2023-10-12,S25,2023,10,0,0,0,0
Seletar,2023,10,13,2023-10-13,S25,2023,10,0,0,0,0
Seletar,2023,10,14,2023-10-14,S25,2023,10,0,0,0,0
Seletar,2023,10,15,2023-10-15,S25,2023,10,0,0,0,0
Seletar,2023,10,16,2023-10-16,S25,2023,10,0.2,0.2,0.2,0.2
Seletar,2023,10,17,2023-10-17,S25,2023,10,0,0,0.2,0.2
Seletar,2023,10,18,2023-10-18,S25,2023,10,19.6,10.4,14,15.8
Seletar,2023,10,19,2023-10-19,S25,2023,10,0,0,0,0
Seletar,2023,10,20,2023-10-20,S25,2023,10,0.4,0.4,0.4,0.4
Seletar,2023,10,21,2023-10-21,S25,2023,10,2.4,2,2.2,2.4
Seletar,2023,10,22,2023-10-22,S25,2023,10,0,0,0,0
