Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),station,year,month,date
Choa Chu Kang (South),2022.0,1.0,8,0.2,0.2,0.2,0.2,27.5,31.4,25.6,14.0,35.9,S121,2022,1,2022-01-08
Choa Chu Kang (South),2022.0,1.0,9,0.0,0.0,0.0,0.0,28.0,32.1,25.1,12.9,40.7,S121,2022,1,2022-01-09
Choa Chu Kang (South),2022.0,1.0,10,0.0,0.0,0.0,0.0,27.8,32.2,25.2,12.1,36.3,S121,2022,1,2022-01-10
Choa Chu Kang (South),2022.0,1.0,11,0.0,0.0,0.0,0.0,27.5,31.7,24.5,11.8,30.6,S121,2022,1,2022-01-11
Choa Chu Kang (South),2022.0,1.0,12,0.0,0.0,0.0,0.0,27.6,32.1,24.9,14.1,34.6,S121,2022,1,2022-01-12
Choa Chu Kang (South),2022.0,1.0,13,0.0,0.0,0.0,0.0,27.4,32.3,24.1,12.5,34.3,S121,2022,1,2022-01-13
Choa Chu Kang (South),2022.0,1.0,14,0.0,0.0,0.0,0.0,27.2,32.1,24.4,12.6,35.0,S121,2022,1,2022-01-14
Choa Chu Kang (South),2022.0,1.0,15,0.0,0.0,0.0,0.0,27.7,32.6,25.1,12.8,34.3,S121,2022,1,2022-01-15
Choa Chu Kang (South),2022.0,1.0,16,0.0,0.0,0.0,0.0,27.9,32.1,25.3,14.1,33.2,S121,2022,1,2022-01-16
Choa Chu Kang (South),2022.0,1.0,17,1.2,0.6,0.8,1.2,27.4,30.8,25.7,13.5,36.3,S121,2022,1,2022-01-17
Choa Chu Kang (South),2022.0,1.0,18,0.0,0.0,0.0,0.0,27.8,32.4,25.1,13.6,39.3,S121,2022,1,2022-01-18
Choa Chu Kang (South),2022.0,1.0,19,3.0,3.0,3.0,3.0,27.2,31.1,24.6,12.2,32.8,S121,2022,1,2022-01-19
Choa Chu Kang (South),2022.0,1.0,20,4.2,2.4,4.0,4.2,27.0,32.2,24.5,11.4,35.9,S121,2022,1,2022-01-20
Choa Chu Kang (South),2022.0,1.0,21,0.0,0.0,0.0,0.0,27.6,32.6,24.5,13.7,32.0,S121,2022,1,2022-01-21
Choa Chu Kang (South),2022.0,1.0,22,0.0,0.0,0.0,0.0,27.9,34.1,25.2,12.9,30.2,S121,2022,1,2022-01-22
Choa Chu Kang (South),2022.0,1.0,23,0.0,0.0,0.0,0.0,28.0,33.9,24.8,12.0,27.8,S121,2022,1,2022-01-23
Choa Chu Kang (South),2022.0,1.0,24,0.0,0.0,0.0,0.0,27.8,32.6,24.7,11.7,27.4,S121,2022,1,2022-01-24
Choa Chu Kang (South),2022.0,1.0,25,0.0,0.0,0.0,0.0,28.3,33.1,24.8,12.4,31.3,S121,2022,1,2022-01-25
Choa Chu Kang (South),2022.0,1.0,26,0.0,0.0,0.0,0.0,28.0,33.1,24.9,11.5,30.6,S121,2022,1,2022-01-26
Choa Chu Kang (South),2022.0,1.0,27,0.0,0.0,0.0,0.0,27.8,33.1,24.3,11.9,33.2,S121,2022,1,2022-01-27
Choa Chu Kang (South),2022.0,1.0,28,0.0,0.0,0.0,0.0,28.3,34.5,24.6,12.2,33.9,S121,2022,1,2022-01-28
Choa Chu Kang (South),2022.0,1.0,29,1.8,1.8,1.8,1.8,28.1,34.3,24.5,11.7,30.6,S121,2022,1,2022-01-29
Choa Chu Kang (South),2022.0,1.0,30,5.0,4.8,5.0,5.0,27.4,33.9,25.0,12.8,29.1,S121,2022,1,2022-01-30
Choa Chu Kang (South),2022.0,1.0,31,0.0,0.0,0.0,0.0,28.0,33.9,25.0,12.7,31.3,S121,2022,1,2022-01-31
Choa Chu Kang (South),2022.0,2.0,1,0.0,0.0,0.0,0.0,28.0,32.3,25.5,,,S121,2022,2,2022-02-01
Choa Chu Kang (South),2022.0,2.0,2,5.6,5.2,5.6,5.6,27.5,33.7,24.5,12.9,45.4,S121,2022,2,2022-02-02
Choa Chu Kang (South),2022.0,2.0,3,0.2,0.2,0.2,0.2,28.4,32.8,25.2,13.1,33.5,S121,2022,2,2022-02-03
Choa Chu Kang (South),2022.0,2.0,4,0.0,0.0,0.0,0.0,28.6,32.8,25.7,15.1,37.8,S121,2022,2,2022-02-04
Choa Chu Kang (South),2022.0,2.0,5,5.0,3.6,3.8,3.8,27.5,32.1,25.8,14.1,40.7,S121,2022,2,2022-02-05
Choa Chu Kang (South),2022.0,2.0,6,34.8,21.4,22.0,25.2,25.4,28.9,23.1,10.5,41.9,S121,2022,2,2022-02-06
Choa Chu Kang (South),2022.0,2.0,7,2.0,1.2,1.6,1.8,26.0,29.8,23.0,9.6,68.3,S121,2022,2,2022-02-07
Choa Chu Kang (South),2022.0,2.0,8,1.2,0.4,0.4,0.8,25.8,30.4,23.5,10.0,28.5,S121,2022,2,2022-02-08
Choa Chu Kang (South),2022.0,2.0,9,20.4,10.8,16.6,19.0,25.6,31.0,23.8,9.6,28.2,S121,2022,2,2022-02-09
Choa Chu Kang (South),2022.0,2.0,10,23.0,11.6,12.6,13.0,24.3,26.0,23.2,8.8,26.3,S121,2022,2,2022-02-10
Choa Chu Kang (South),2022.0,2.0,11,1.6,1.6,1.6,1.6,25.6,29.7,23.0,10.1,38.9,S121,2022,2,2022-02-11
Choa Chu Kang (South),2022.0,2.0,12,20.4,7.4,11.6,18.0,26.8,32.6,23.6,10.7,35.9,S121,2022,2,2022-02-12
Choa Chu Kang (South),2022.0,2.0,13,0.6,0.6,0.6,0.6,27.0,32.2,24.4,10.9,31.3,S121,2022,2,2022-02-13
Choa Chu Kang (South),2022.0,2.0,14,0.8,0.8,0.8,0.8,27.6,32.2,24.8,11.3,34.3,S121,2022,2,2022-02-14
Choa Chu Kang (South),2022.0,2.0,15,1.2,1.2,1.2,1.2,28.1,33.1,25.9,11.4,32.8,S121,2022,2,2022-02-15
Choa Chu Kang (South),2022.0,2.0,16,12.0,11.0,11.4,11.8,26.2,29.0,22.9,10.5,30.9,S121,2022,2,2022-02-16
Choa Chu Kang (South),2022.0,2.0,17,1.0,0.8,0.8,0.8,27.7,33.1,22.9,11.5,41.1,S121,2022,2,2022-02-17
Choa Chu Kang (South),2022.0,2.0,18,0.0,0.0,0.0,0.0,28.7,32.7,26.2,12.7,32.4,S121,2022,2,2022-02-18
Choa Chu Kang (South),2022.0,2.0,19,1.4,1.4,1.4,1.4,27.8,32.0,25.0,11.3,36.7,S121,2022,2,2022-02-19
Choa Chu Kang (South),2022.0,2.0,20,33.0,29.4,32.2,33.0,27.4,35.0,21.9,,,S121,2022,2,2022-02-20
Choa Chu Kang (South),2022.0,2.0,21,0.0,0.0,0.0,0.0,28.0,33.3,25.1,12.0,34.6,S121,2022,2,2022-02-21
Choa Chu Kang (South),2022.0,2.0,22,0.0,0.0,0.0,0.0,28.1,33.0,25.0,12.7,32.8,S121,2022,2,2022-02-22
Choa Chu Kang (South),2022.0,2.0,23,0.0,0.0,0.0,0.0,27.8,31.7,25.2,11.7,35.2,S121,2022,2,2022-02-23
Choa Chu Kang (South),2022.0,2.0,24,21.6,6.0,9.8,15.2,24.7,27.0,23.1,9.7,31.7,S121,2022,2,2022-02-24
Choa Chu Kang (South),2022.0,2.0,25,0.0,0.0,0.0,0.0,27.0,32.5,23.1,10.5,32.0,S121,2022,2,2022-02-25
Choa Chu Kang (South),2022.0,2.0,26,0.0,0.0,0.0,0.0,27.2,29.6,25.1,11.3,28.2,S121,2022,2,2022-02-26
Choa Chu Kang (South),2022.0,2.0,27,19.4,8.6,16.4,18.0,26.4,30.7,24.0,12.7,35.0,S121,2022,2,2022-02-27
Choa Chu Kang (South),2022.0,2.0,28,0.0,0.0,0.0,0.0,27.6,31.9,25.1,14.7,34.3,S121,2022,2,2022-02-28
Choa Chu Kang (South),2022.0,3.0,1,2.4,1.6,1.6,1.6,26.8,31.4,25.0,11.8,31.3,S121,2022,3,2022-03-01
Choa Chu Kang (South),2022.0,3.0,2,63.6,26.4,50.0,63.0,26.5,33.6,23.3,10.6,43.9,S121,2022,3,2022-03-02
Choa Chu Kang (South),2022.0,3.0,3,28.2,19.6,21.0,24.6,26.5,32.9,24.3,10.4,37.8,S121,2022,3,2022-03-03
Choa Chu Kang (South),2022.0,3.0,4,0.0,0.0,0.0,1.2,27.6,32.1,25.0,10.6,32.0,S121,2022,3,2022-03-04
Choa Chu Kang (South),2022.0,3.0,5,1.0,1.0,1.0,1.0,27.6,33.9,24.9,10.4,29.4,S121,2022,3,2022-03-05
Choa Chu Kang (South),2022.0,3.0,6,0.0,0.0,0.0,0.0,27.3,32.0,25.0,10.2,22.6,S121,2022,3,2022-03-06
Choa Chu Kang (South),2022.0,3.0,7,125.2,49.6,93.4,124.4,26.7,33.0,23.3,10.6,38.9,S121,2022,3,2022-03-07
Choa Chu Kang (South),2022.0,3.0,8,0.0,0.0,0.0,0.0,27.5,32.3,24.6,10.8,25.9,S121,2022,3,2022-03-08
Choa Chu Kang (South),2022.0,3.0,9,18.8,8.8,14.8,18.2,27.7,32.4,25.3,11.3,33.2,S121,2022,3,2022-03-09
Choa Chu Kang (South),2022.0,3.0,10,6.2,3.0,3.0,4.2,27.3,32.1,23.2,12.0,38.9,S121,2022,3,2022-03-10
Choa Chu Kang (South),2022.0,3.0,11,1.8,1.2,1.6,1.8,27.7,34.1,25.2,10.7,32.4,S121,2022,3,2022-03-11
Choa Chu Kang (South),2022.0,3.0,12,16.0,6.0,9.6,16.0,27.5,34.4,24.3,11.0,40.4,S121,2022,3,2022-03-12
Choa Chu Kang (South),2022.0,3.0,13,7.8,7.8,7.8,7.8,28.6,35.2,23.8,11.1,35.0,S121,2022,3,2022-03-13
Choa Chu Kang (South),2022.0,3.0,14,0.0,0.0,0.0,0.0,28.4,33.1,26.7,11.0,24.1,S121,2022,3,2022-03-14
Choa Chu Kang (South),2022.0,3.0,15,4.6,1.8,2.4,3.0,26.7,31.4,24.6,11.1,33.2,S121,2022,3,2022-03-15
Choa Chu Kang (South),2022.0,3.0,16,0.0,0.0,0.0,0.0,28.2,33.5,24.8,10.9,31.7,S121,2022,3,2022-03-16
Choa Chu Kang (South),2022.0,3.0,17,13.0,9.6,12.8,13.0,27.4,33.6,24.3,10.4,43.2,S121,2022,3,2022-03-17
Choa Chu Kang (South),2022.0,3.0,18,0.0,0.0,0.0,0.0,28.3,33.1,25.2,9.9,26.3,S121,2022,3,2022-03-18
Choa Chu Kang (South),2022.0,3.0,19,0.0,0.0,0.0,0.0,30.0,35.2,26.3,11.1,29.4,S121,2022,3,2022-03-19
Choa Chu Kang (South),2022.0,3.0,20,0.0,0.0,0.0,0.0,29.1,33.1,26.7,11.8,28.5,S121,2022,3,2022-03-20
Choa Chu Kang (South),2022.0,3.0,21,6.0,2.6,2.8,4.4,28.1,32.7,23.0,10.4,48.5,S121,2022,3,2022-03-21
Choa Chu Kang (South),2022.0,3.0,22,3.8,2.8,3.8,3.8,28.3,31.5,25.9,11.6,28.9,S121,2022,3,2022-03-22
Choa Chu Kang (South),2022.0,3.0,23,8.0,7.2,7.6,8.0,27.7,33.3,25.0,11.2,49.3,S121,2022,3,2022-03-23
Choa Chu Kang (South),2022.0,3.0,24,0.0,0.0,0.0,0.0,28.3,34.3,25.1,11.0,35.2,S121,2022,3,2022-03-24
Choa Chu Kang (South),2022.0,3.0,25,0.0,0.0,0.0,0.0,28.7,35.7,26.2,11.4,29.8,S121,2022,3,2022-03-25
Choa Chu Kang (South),2022.0,3.0,26,0.2,0.2,0.2,0.2,28.5,34.8,25.8,10.9,33.5,S121,2022,3,2022-03-26
Choa Chu Kang (South),2022.0,3.0,27,0.0,0.0,0.0,0.0,29.2,35.1,25.0,10.4,29.4,S121,2022,3,2022-03-27
Choa Chu Kang (South),2022.0,3.0,28,0.8,0.6,0.8,0.8,28.4,34.0,26.0,10.3,40.4,S121,2022,3,2022-03-28
Choa Chu Kang (South),2022.0,3.0,29,15.6,8.2,14.0,15.6,27.8,34.9,23.8,10.8,39.3,S121,2022,3,2022-03-29
Choa Chu Kang (South),2022.0,3.0,30,0.0,0.0,0.0,0.0,28.8,34.6,25.2,10.7,35.0,S121,2022,3,2022-03-30
Choa Chu Kang (South),2022.0,3.0,31,1.8,1.4,1.6,1.8,28.0,32.7,26.2,10.3,45.4,S121,2022,3,2022-03-31
Choa Chu Kang (South),2022.0,4.0,1,0.0,0.0,0.0,0.0,29.0,35.5,25.3,10.2,30.6,S121,2022,4,2022-04-01
Choa Chu Kang (South),2022.0,4.0,2,1.6,1.4,1.6,1.6,28.3,34.9,25.8,10.2,28.2,S121,2022,4,2022-04-02
Choa Chu Kang (South),2022.0,4.0,3,13.0,6.4,6.8,12.4,26.7,31.0,24.5,10.4,29.1,S121,2022,4,2022-04-03
Choa Chu Kang (South),2022.0,4.0,4,0.0,0.0,0.0,0.0,27.9,33.2,23.6,10.8,27.0,S121,2022,4,2022-04-04
Choa Chu Kang (South),2022.0,4.0,5,0.0,0.0,0.0,0.0,27.9,31.2,25.6,10.9,24.8,S121,2022,4,2022-04-05
Choa Chu Kang (South),2022.0,4.0,6,0.4,0.4,0.4,0.4,28.1,34.2,25.5,10.4,34.6,S121,2022,4,2022-04-06
Choa Chu Kang (South),2022.0,4.0,7,1.4,1.0,1.0,1.0,26.4,28.2,24.6,10.0,25.2,S121,2022,4,2022-04-07
Choa Chu Kang (South),2022.0,4.0,8,0.0,0.0,0.0,0.0,28.1,34.0,24.8,10.6,29.1,S121,2022,4,2022-04-08
Choa Chu Kang (South),2022.0,4.0,9,0.0,0.0,0.0,0.0,27.2,31.2,23.6,10.9,45.0,S121,2022,4,2022-04-09
Choa Chu Kang (South),2022.0,4.0,10,0.0,0.0,0.0,0.0,27.3,33.8,25.2,11.1,28.2,S121,2022,4,2022-04-10
Choa Chu Kang (South),2022.0,4.0,11,19.4,19.0,19.4,19.4,26.7,32.1,23.5,10.4,35.0,S121,2022,4,2022-04-11
Choa Chu Kang (South),2022.0,4.0,12,12.8,12.8,12.8,12.8,27.9,33.4,24.6,10.3,32.0,S121,2022,4,2022-04-12
Choa Chu Kang (South),2022.0,4.0,13,0.0,0.0,0.0,0.0,28.3,32.7,25.5,10.7,32.8,S121,2022,4,2022-04-13
Choa Chu Kang (South),2022.0,4.0,14,9.2,6.6,8.8,9.2,28.6,34.1,22.6,11.0,42.8,S121,2022,4,2022-04-14
Choa Chu Kang (South),2022.0,4.0,15,13.6,11.6,11.8,12.0,27.9,32.0,24.4,10.2,30.9,S121,2022,4,2022-04-15
Choa Chu Kang (South),2022.0,4.0,16,5.6,5.6,5.6,5.6,28.6,32.8,23.7,10.4,30.6,S121,2022,4,2022-04-16
Choa Chu Kang (South),2022.0,4.0,17,0.6,0.4,0.4,0.4,29.0,34.8,26.2,10.5,30.2,S121,2022,4,2022-04-17
Choa Chu Kang (South),2022.0,4.0,18,13.0,3.2,5.4,7.0,27.4,33.2,24.5,10.9,29.8,S121,2022,4,2022-04-18
Choa Chu Kang (South),2022.0,4.0,19,15.4,13.8,14.0,14.0,27.4,33.0,24.7,11.0,32.4,S121,2022,4,2022-04-19
Choa Chu Kang (South),2022.0,4.0,20,28.0,21.2,28.0,28.0,27.6,33.8,23.1,10.7,32.8,S121,2022,4,2022-04-20
Choa Chu Kang (South),2022.0,4.0,21,8.0,4.4,4.4,5.6,25.4,26.8,23.8,10.4,32.0,S121,2022,4,2022-04-21
Choa Chu Kang (South),2022.0,4.0,22,0.0,0.0,0.0,0.0,28.3,33.5,24.2,12.6,33.5,S121,2022,4,2022-04-22
Choa Chu Kang (South),2022.0,4.0,23,5.2,4.6,5.2,5.2,27.9,36.0,24.4,10.9,30.6,S121,2022,4,2022-04-23
Choa Chu Kang (South),2022.0,4.0,24,1.8,1.8,1.8,1.8,28.6,33.4,25.4,11.4,33.9,S121,2022,4,2022-04-24
Choa Chu Kang (South),2022.0,4.0,25,10.6,5.0,5.2,5.2,28.0,34.3,25.6,10.4,32.8,S121,2022,4,2022-04-25
Choa Chu Kang (South),2022.0,4.0,26,0.0,0.0,0.0,0.0,28.4,33.6,25.1,11.0,24.8,S121,2022,4,2022-04-26
Choa Chu Kang (South),2022.0,4.0,27,0.0,0.0,0.0,0.0,27.9,33.1,26.0,10.5,25.9,S121,2022,4,2022-04-27
Choa Chu Kang (South),2022.0,4.0,28,0.2,0.2,0.2,0.2,28.4,35.4,25.8,10.8,31.7,S121,2022,4,2022-04-28
Choa Chu Kang (South),2022.0,4.0,29,0.0,0.0,0.0,0.0,29.1,34.1,25.7,10.3,27.8,S121,2022,4,2022-04-29
Choa Chu Kang (South),2022.0,4.0,30,15.8,15.4,15.6,15.6,28.4,34.3,24.2,10.8,53.7,S121,2022,4,2022-04-30
Choa Chu Kang (South),2022.0,5.0,1,0.8,0.4,0.6,0.6,28.6,32.7,26.1,10.8,28.9,S121,2022,5,2022-05-01
Choa Chu Kang (South),2022.0,5.0,2,4.8,4.0,4.6,4.8,28.3,31.9,23.8,13.1,49.6,S121,2022,5,2022-05-02
Choa Chu Kang (South),2022.0,5.0,3,17.0,10.0,13.6,15.4,28.5,32.4,24.3,12.9,40.4,S121,2022,5,2022-05-03
Choa Chu Kang (South),2022.0,5.0,4,31.8,10.8,14.6,23.0,28.3,31.2,23.6,12.4,35.9,S121,2022,5,2022-05-04
Choa Chu Kang (South),2022.0,5.0,5,2.4,2.4,2.4,2.4,29.2,32.7,25.4,13.7,36.3,S121,2022,5,2022-05-05
Choa Chu Kang (South),2022.0,5.0,6,0.0,0.0,0.0,0.0,30.0,33.3,27.0,13.6,34.3,S121,2022,5,2022-05-06
Choa Chu Kang (South),2022.0,5.0,7,20.8,7.4,8.2,8.8,27.3,30.6,24.5,11.6,35.6,S121,2022,5,2022-05-07
Choa Chu Kang (South),2022.0,5.0,8,0.8,0.6,0.6,0.8,28.1,30.7,25.9,12.7,33.9,S121,2022,5,2022-05-08
Choa Chu Kang (South),2022.0,5.0,9,0.0,0.0,0.0,0.0,29.9,34.2,26.9,12.8,35.0,S121,2022,5,2022-05-09
Choa Chu Kang (South),2022.0,5.0,10,0.0,0.0,0.0,0.0,30.3,34.7,26.9,11.7,35.0,S121,2022,5,2022-05-10
Choa Chu Kang (South),2022.0,5.0,11,3.4,1.2,1.8,2.2,28.0,31.0,24.8,11.1,31.7,S121,2022,5,2022-05-11
Choa Chu Kang (South),2022.0,5.0,12,0.0,0.0,0.0,0.0,29.9,33.9,26.6,10.7,38.9,S121,2022,5,2022-05-12
Choa Chu Kang (South),2022.0,5.0,13,0.0,0.0,0.0,0.0,30.1,35.9,26.7,11.1,32.4,S121,2022,5,2022-05-13
Choa Chu Kang (South),2022.0,5.0,14,58.6,32.4,38.8,39.2,29.1,34.7,25.1,12.2,36.3,S121,2022,5,2022-05-14
Choa Chu Kang (South),2022.0,5.0,15,4.2,2.0,2.2,2.6,28.2,33.8,25.3,11.1,34.3,S121,2022,5,2022-05-15
Choa Chu Kang (South),2022.0,5.0,16,20.0,7.6,12.0,15.2,27.0,31.8,25.4,10.9,35.0,S121,2022,5,2022-05-16
Choa Chu Kang (South),2022.0,5.0,17,0.0,0.0,0.0,0.0,29.1,33.9,25.1,12.1,31.3,S121,2022,5,2022-05-17
Choa Chu Kang (South),2022.0,5.0,18,0.0,0.0,0.0,0.0,30.2,34.8,26.3,12.5,35.6,S121,2022,5,2022-05-18
Choa Chu Kang (South),2022.0,5.0,19,41.2,17.6,23.6,26.0,27.7,32.6,24.1,11.0,33.2,S121,2022,5,2022-05-19
Choa Chu Kang (South),2022.0,5.0,20,0.0,0.0,0.0,0.0,28.5,34.1,26.2,10.8,34.6,S121,2022,5,2022-05-20
Choa Chu Kang (South),2022.0,5.0,21,0.0,0.0,0.0,0.0,28.7,33.7,25.5,11.5,34.3,S121,2022,5,2022-05-21
Choa Chu Kang (South),2022.0,5.0,22,0.0,0.0,0.0,0.0,29.6,33.3,26.8,12.3,35.2,S121,2022,5,2022-05-22
Choa Chu Kang (South),2022.0,5.0,23,0.6,0.6,0.6,0.6,29.4,34.3,26.7,12.5,36.7,S121,2022,5,2022-05-23
Choa Chu Kang (South),2022.0,5.0,24,0.0,0.0,0.0,0.0,29.2,35.2,25.5,11.4,35.0,S121,2022,5,2022-05-24
Choa Chu Kang (South),2022.0,5.0,25,4.8,1.6,2.0,2.8,27.3,33.6,25.1,10.2,50.7,S121,2022,5,2022-05-25
Choa Chu Kang (South),2022.0,5.0,26,0.0,0.0,0.0,0.0,28.4,33.1,24.3,10.4,23.0,S121,2022,5,2022-05-26
Choa Chu Kang (South),2022.0,5.0,27,0.0,0.0,0.0,0.0,29.6,34.2,26.1,10.4,30.9,S121,2022,5,2022-05-27
Choa Chu Kang (South),2022.0,5.0,28,0.0,0.0,0.0,0.0,29.1,32.4,25.7,10.9,31.7,S121,2022,5,2022-05-28
Choa Chu Kang (South),2022.0,5.0,29,0.0,0.0,0.0,0.0,30.0,34.7,27.0,10.5,27.0,S121,2022,5,2022-05-29
Choa Chu Kang (South),2022.0,5.0,30,0.0,0.0,0.0,0.0,30.4,34.9,26.7,10.3,27.0,S121,2022,5,2022-05-30
Choa Chu Kang (South),2022.0,5.0,31,0.0,0.0,0.0,0.0,30.5,34.6,27.3,10.4,26.3,S121,2022,5,2022-05-31
Choa Chu Kang (South),2022.0,6.0,1,0.0,0.0,0.0,0.0,29.3,31.7,27.6,10.8,27.4,S121,2022,6,2022-06-01
Choa Chu Kang (South),2022.0,6.0,2,0.4,0.2,0.4,0.4,27.9,31.1,25.1,11.6,30.9,S121,2022,6,2022-06-02
Choa Chu Kang (South),2022.0,6.0,3,0.4,0.4,0.4,0.4,27.9,31.5,25.5,11.3,43.2,S121,2022,6,2022-06-03
Choa Chu Kang (South),2022.0,6.0,4,42.6,22.2,29.8,42.0,28.3,33.0,22.9,11.4,32.0,S121,2022,6,2022-06-04
Choa Chu Kang (South),2022.0,6.0,5,4.6,4.0,4.2,4.4,27.4,32.1,25.6,10.8,33.9,S121,2022,6,2022-06-05
Choa Chu Kang (South),2022.0,6.0,6,0.2,0.2,0.2,0.2,28.3,32.2,24.0,12.9,34.3,S121,2022,6,2022-06-06
Choa Chu Kang (South),2022.0,6.0,7,0.0,0.0,0.0,0.0,27.4,30.8,25.5,11.0,29.8,S121,2022,6,2022-06-07
Choa Chu Kang (South),2022.0,6.0,8,1.4,0.8,0.8,0.8,28.3,33.9,24.3,10.6,35.6,S121,2022,6,2022-06-08
Choa Chu Kang (South),2022.0,6.0,9,0.4,0.4,0.4,0.4,27.4,31.8,25.3,10.7,33.9,S121,2022,6,2022-06-09
Choa Chu Kang (South),2022.0,6.0,10,0.8,0.8,0.8,0.8,28.2,34.1,25.2,10.3,28.5,S121,2022,6,2022-06-10
Choa Chu Kang (South),2022.0,6.0,11,8.2,2.6,3.8,6.2,27.4,31.6,24.0,10.6,31.7,S121,2022,6,2022-06-11
Choa Chu Kang (South),2022.0,6.0,12,2.8,2.6,2.8,2.8,27.2,29.4,25.1,10.2,28.2,S121,2022,6,2022-06-12
Choa Chu Kang (South),2022.0,6.0,13,17.0,16.0,16.2,16.2,27.2,32.5,22.0,10.6,32.8,S121,2022,6,2022-06-13
Choa Chu Kang (South),2022.0,6.0,14,0.0,0.0,0.0,0.0,27.8,32.1,24.7,11.7,28.5,S121,2022,6,2022-06-14
Choa Chu Kang (South),2022.0,6.0,15,4.4,4.2,4.2,4.2,27.8,31.8,25.5,11.0,32.4,S121,2022,6,2022-06-15
Choa Chu Kang (South),2022.0,6.0,16,6.4,4.0,4.2,5.6,26.4,29.6,24.8,11.0,22.4,S121,2022,6,2022-06-16
Choa Chu Kang (South),2022.0,6.0,17,0.0,0.2,0.2,0.2,27.8,32.2,25.0,11.2,23.7,S121,2022,6,2022-06-17
Choa Chu Kang (South),2022.0,6.0,18,1.0,0.8,1.0,1.0,27.6,32.6,24.9,10.7,29.1,S121,2022,6,2022-06-18
Choa Chu Kang (South),2022.0,6.0,19,0.0,0.0,0.0,0.0,28.0,32.1,24.6,10.3,24.4,S121,2022,6,2022-06-19
Choa Chu Kang (South),2022.0,6.0,20,13.2,6.2,10.2,11.6,26.4,29.0,23.8,11.0,30.6,S121,2022,6,2022-06-20
Choa Chu Kang (South),2022.0,6.0,21,41.0,25.8,34.2,40.8,26.6,29.0,23.2,12.1,48.2,S121,2022,6,2022-06-21
Choa Chu Kang (South),2022.0,6.0,22,0.4,0.4,0.4,0.4,28.0,31.6,25.4,12.7,35.2,S121,2022,6,2022-06-22
Choa Chu Kang (South),2022.0,6.0,23,11.2,9.0,9.2,9.2,26.7,30.2,25.4,11.7,33.5,S121,2022,6,2022-06-23
Choa Chu Kang (South),2022.0,6.0,24,45.2,37.4,39.6,39.6,26.9,30.9,23.2,11.6,33.5,S121,2022,6,2022-06-24
Choa Chu Kang (South),2022.0,6.0,25,4.6,3.4,3.4,3.4,26.5,28.7,24.2,11.5,29.1,S121,2022,6,2022-06-25
Choa Chu Kang (South),2022.0,6.0,26,0.0,0.0,0.0,0.0,28.6,32.7,25.4,13.3,35.2,S121,2022,6,2022-06-26
Choa Chu Kang (South),2022.0,6.0,27,0.0,0.0,0.0,0.0,29.1,33.1,25.9,13.0,35.9,S121,2022,6,2022-06-27
Choa Chu Kang (South),2022.0,6.0,28,13.4,11.0,11.4,11.6,26.9,32.4,23.7,11.2,48.9,S121,2022,6,2022-06-28
Choa Chu Kang (South),2022.0,6.0,29,0.0,0.0,0.0,0.0,28.2,32.3,24.4,11.4,30.6,S121,2022,6,2022-06-29
Choa Chu Kang (South),2022.0,6.0,30,4.4,3.2,3.2,3.4,27.3,29.6,24.7,12.6,32.0,S121,2022,6,2022-06-30
Choa Chu Kang (South),2022.0,7.0,1,0.0,0.0,0.0,0.0,29.1,32.1,26.6,15.2,40.4,S121,2022,7,2022-07-01
Choa Chu Kang (South),2022.0,7.0,2,0.0,0.0,0.0,0.0,29.3,33.0,26.4,14.0,35.0,S121,2022,7,2022-07-02
Choa Chu Kang (South),2022.0,7.0,3,0.0,0.0,0.0,0.0,29.1,32.6,25.9,13.1,35.9,S121,2022,7,2022-07-03
Choa Chu Kang (South),2022.0,7.0,4,0.0,0.0,0.0,0.0,29.5,33.6,25.7,12.0,30.2,S121,2022,7,2022-07-04
Choa Chu Kang (South),2022.0,7.0,5,0.4,0.2,0.4,0.4,27.5,31.5,25.5,11.8,37.8,S121,2022,7,2022-07-05
Choa Chu Kang (South),2022.0,7.0,6,0.6,0.4,0.4,0.4,28.0,31.6,25.9,11.3,29.4,S121,2022,7,2022-07-06
Choa Chu Kang (South),2022.0,7.0,7,0.0,0.0,0.0,0.0,29.2,33.4,25.6,12.4,31.3,S121,2022,7,2022-07-07
Choa Chu Kang (South),2022.0,7.0,8,4.2,2.4,3.0,3.6,28.6,32.6,24.6,12.6,50.4,S121,2022,7,2022-07-08
Choa Chu Kang (South),2022.0,7.0,9,0.0,0.0,0.0,0.0,29.7,33.4,26.6,12.6,35.6,S121,2022,7,2022-07-09
Choa Chu Kang (South),2022.0,7.0,10,5.0,5.0,5.0,5.0,27.9,30.5,23.3,12.7,33.2,S121,2022,7,2022-07-10
Choa Chu Kang (South),2022.0,7.0,11,0.0,0.0,0.0,0.0,28.4,31.7,25.3,13.1,35.0,S121,2022,7,2022-07-11
Choa Chu Kang (South),2022.0,7.0,12,0.0,0.0,0.0,0.0,28.0,31.0,26.2,11.0,27.8,S121,2022,7,2022-07-12
Choa Chu Kang (South),2022.0,7.0,13,0.0,0.0,0.0,0.0,28.9,31.9,26.5,11.5,24.8,S121,2022,7,2022-07-13
