Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),station,year,month,date
Paya Lebar,2020.0,1.0,1,0.0,,,,28.7,32.3,26.3,20.2,46.4,S06,2020,1,2020-01-01
Paya Lebar,2020.0,1.0,2,0.2,,,,28.5,31.2,26.4,17.3,42.5,S06,2020,1,2020-01-02
Paya Lebar,2020.0,1.0,3,0.0,,,,28.6,32.2,26.0,18.0,46.4,S06,2020,1,2020-01-03
Paya Lebar,2020.0,1.0,4,0.8,,,,28.0,31.6,25.4,19.1,48.2,S06,2020,1,2020-01-04
Paya Lebar,2020.0,1.0,5,0.0,,,,28.7,33.2,25.5,20.2,38.9,S06,2020,1,2020-01-05
Paya Lebar,2020.0,1.0,6,31.2,,,,27.3,32.6,24.0,14.8,46.4,S06,2020,1,2020-01-06
Paya Lebar,2020.0,1.0,7,1.8,,,,26.9,30.8,24.3,15.8,44.3,S06,2020,1,2020-01-07
Paya Lebar,2020.0,1.0,8,0.0,,,,28.6,32.4,26.0,19.4,46.4,S06,2020,1,2020-01-08
Paya Lebar,2020.0,1.0,9,0.0,,,,28.6,32.4,26.1,19.1,42.5,S06,2020,1,2020-01-09
Paya Lebar,2020.0,1.0,10,1.1,,,,27.9,32.0,24.8,11.9,48.2,S06,2020,1,2020-01-10
Paya Lebar,2020.0,1.0,11,0.0,,,,28.4,31.8,25.4,11.9,25.9,S06,2020,1,2020-01-11
Paya Lebar,2020.0,1.0,12,0.7,,,,28.2,33.5,25.0,10.4,29.5,S06,2020,1,2020-01-12
Paya Lebar,2020.0,1.0,13,0.0,,,,28.1,33.4,25.0,16.9,38.9,S06,2020,1,2020-01-13
Paya Lebar,2020.0,1.0,14,0.0,,,,28.2,32.6,25.4,17.6,37.1,S06,2020,1,2020-01-14
Paya Lebar,2020.0,1.0,15,0.0,,,,28.3,32.3,26.2,16.9,33.5,S06,2020,1,2020-01-15
Paya Lebar,2020.0,1.0,16,0.0,,,,28.7,32.5,25.3,16.2,33.5,S06,2020,1,2020-01-16
Paya Lebar,2020.0,1.0,17,0.0,,,,28.8,33.6,25.8,17.3,37.1,S06,2020,1,2020-01-17
Paya Lebar,2020.0,1.0,18,0.0,,,,28.7,33.0,25.2,15.8,35.3,S06,2020,1,2020-01-18
Paya Lebar,2020.0,1.0,19,0.0,,,,28.7,33.3,25.2,15.8,35.3,S06,2020,1,2020-01-19
Paya Lebar,2020.0,1.0,20,0.0,,,,28.7,32.8,24.4,16.6,35.3,S06,2020,1,2020-01-20
Paya Lebar,2020.0,1.0,21,42.0,,,,26.6,28.0,24.6,14.4,40.7,S06,2020,1,2020-01-21
Paya Lebar,2020.0,1.0,22,0.0,,,,28.6,32.4,26.0,18.4,38.9,S06,2020,1,2020-01-22
Paya Lebar,2020.0,1.0,23,0.0,,,,28.7,33.1,25.5,17.6,40.7,S06,2020,1,2020-01-23
Paya Lebar,2020.0,1.0,24,0.0,,,,28.3,32.5,24.8,18.7,42.5,S06,2020,1,2020-01-24
Paya Lebar,2020.0,1.0,25,0.0,,,,28.4,33.3,25.2,13.3,31.3,S06,2020,1,2020-01-25
Paya Lebar,2020.0,1.0,26,0.0,,,,28.8,34.3,25.7,13.0,29.5,S06,2020,1,2020-01-26
Paya Lebar,2020.0,1.0,27,18.3,,,,28.3,32.4,25.7,9.4,24.1,S06,2020,1,2020-01-27
Paya Lebar,2020.0,1.0,28,0.0,,,,29.2,34.2,26.0,9.7,40.7,S06,2020,1,2020-01-28
Paya Lebar,2020.0,1.0,29,63.1,,,,27.0,31.8,24.0,10.1,33.5,S06,2020,1,2020-01-29
Paya Lebar,2020.0,1.0,30,0.0,,,,27.7,32.4,24.0,11.2,31.3,S06,2020,1,2020-01-30
Paya Lebar,2020.0,1.0,31,0.0,,,,28.7,32.7,26.0,15.5,37.1,S06,2020,1,2020-01-31
Paya Lebar,2020.0,2.0,1,0.0,,,,28.7,32.0,26.0,17.3,40.7,S06,2020,2,2020-02-01
Paya Lebar,2020.0,2.0,2,0.0,,,,28.2,31.5,25.3,19.4,48.2,S06,2020,2,2020-02-02
Paya Lebar,2020.0,2.0,3,0.0,,,,28.5,32.8,24.6,18.0,42.5,S06,2020,2,2020-02-03
Paya Lebar,2020.0,2.0,4,0.0,,,,28.1,32.5,24.8,15.1,33.5,S06,2020,2,2020-02-04
Paya Lebar,2020.0,2.0,5,0.0,,,,28.5,33.3,25.3,16.6,35.3,S06,2020,2,2020-02-05
Paya Lebar,2020.0,2.0,6,0.0,,,,28.7,32.9,25.8,18.4,37.1,S06,2020,2,2020-02-06
Paya Lebar,2020.0,2.0,7,0.0,,,,28.4,32.4,24.7,19.4,44.3,S06,2020,2,2020-02-07
Paya Lebar,2020.0,2.0,8,0.0,,,,28.3,31.8,25.3,14.4,33.5,S06,2020,2,2020-02-08
Paya Lebar,2020.0,2.0,9,6.0,,,,27.3,30.4,23.6,11.5,42.5,S06,2020,2,2020-02-09
Paya Lebar,2020.0,2.0,10,0.5,,,,27.8,33.2,24.2,9.7,33.5,S06,2020,2,2020-02-10
Paya Lebar,2020.0,2.0,11,55.7,,,,27.5,31.0,24.8,9.7,31.3,S06,2020,2,2020-02-11
Paya Lebar,2020.0,2.0,12,11.4,,,,28.2,32.3,25.7,10.4,31.3,S06,2020,2,2020-02-12
Paya Lebar,2020.0,2.0,13,0.0,,,,28.9,33.3,25.5,14.8,37.1,S06,2020,2,2020-02-13
Paya Lebar,2020.0,2.0,14,0.0,,,,28.9,33.7,25.3,12.2,31.3,S06,2020,2,2020-02-14
Paya Lebar,2020.0,2.0,15,0.0,,,,29.0,34.5,25.3,9.0,24.1,S06,2020,2,2020-02-15
Paya Lebar,2020.0,2.0,16,42.8,,,,28.4,33.4,25.3,10.1,40.7,S06,2020,2,2020-02-16
Paya Lebar,2020.0,2.0,17,0.0,,,,29.1,33.9,24.6,14.4,37.1,S06,2020,2,2020-02-17
Paya Lebar,2020.0,2.0,18,0.2,,,,27.6,31.8,24.5,13.7,42.5,S06,2020,2,2020-02-18
Paya Lebar,2020.0,2.0,19,0.0,,,,28.9,32.8,26.0,19.4,42.5,S06,2020,2,2020-02-19
Paya Lebar,2020.0,2.0,20,1.0,,,,28.5,32.4,24.4,21.6,51.8,S06,2020,2,2020-02-20
Paya Lebar,2020.0,2.0,21,10.7,,,,27.4,30.7,24.9,18.0,51.8,S06,2020,2,2020-02-21
Paya Lebar,2020.0,2.0,22,0.7,,,,28.2,31.7,25.8,19.4,48.2,S06,2020,2,2020-02-22
Paya Lebar,2020.0,2.0,23,0.0,,,,28.6,31.7,25.6,21.6,48.2,S06,2020,2,2020-02-23
Paya Lebar,2020.0,2.0,24,1.7,,,,27.8,31.1,25.8,17.6,44.3,S06,2020,2,2020-02-24
Paya Lebar,2020.0,2.0,25,0.0,,,,28.9,33.0,25.5,17.3,38.9,S06,2020,2,2020-02-25
Paya Lebar,2020.0,2.0,26,0.0,,,,29.1,33.4,26.0,20.2,44.3,S06,2020,2,2020-02-26
Paya Lebar,2020.0,2.0,27,0.0,,,,28.9,33.7,26.1,17.3,37.1,S06,2020,2,2020-02-27
Paya Lebar,2020.0,2.0,28,0.0,,,,28.9,33.4,25.2,18.0,48.2,S06,2020,2,2020-02-28
Paya Lebar,2020.0,2.0,29,0.0,,,,28.8,32.8,24.9,18.4,42.5,S06,2020,2,2020-02-29
Paya Lebar,2020.0,3.0,1,0.0,,,,29.0,33.7,25.3,16.2,42.5,S06,2020,3,2020-03-01
Paya Lebar,2020.0,3.0,2,0.0,,,,29.3,33.8,25.4,14.4,35.3,S06,2020,3,2020-03-02
Paya Lebar,2020.0,3.0,3,0.0,,,,29.2,33.3,26.0,16.2,42.5,S06,2020,3,2020-03-03
Paya Lebar,2020.0,3.0,4,0.0,,,,29.6,33.6,26.4,13.7,31.3,S06,2020,3,2020-03-04
Paya Lebar,2020.0,3.0,5,11.1,,,,28.5,32.4,26.0,9.7,24.1,S06,2020,3,2020-03-05
Paya Lebar,2020.0,3.0,6,0.0,,,,29.2,32.1,26.2,10.1,27.7,S06,2020,3,2020-03-06
Paya Lebar,2020.0,3.0,7,5.9,,,,28.9,34.4,25.7,10.1,38.9,S06,2020,3,2020-03-07
Paya Lebar,2020.0,3.0,8,8.2,,,,28.8,33.9,25.3,7.6,20.5,S06,2020,3,2020-03-08
Paya Lebar,2020.0,3.0,9,1.0,,,,29.2,34.0,25.6,6.5,25.9,S06,2020,3,2020-03-09
Paya Lebar,2020.0,3.0,10,0.0,,,,29.9,34.2,26.2,9.0,35.3,S06,2020,3,2020-03-10
Paya Lebar,2020.0,3.0,11,21.4,,,,29.4,35.4,26.0,9.7,33.5,S06,2020,3,2020-03-11
Paya Lebar,2020.0,3.0,12,0.0,,,,29.5,34.0,25.8,14.8,35.3,S06,2020,3,2020-03-12
Paya Lebar,2020.0,3.0,13,0.0,,,,30.4,36.3,26.4,11.5,29.5,S06,2020,3,2020-03-13
Paya Lebar,2020.0,3.0,14,0.0,,,,30.1,34.7,26.7,10.8,29.5,S06,2020,3,2020-03-14
Paya Lebar,2020.0,3.0,15,0.0,,,,30.0,34.5,27.0,13.3,33.5,S06,2020,3,2020-03-15
Paya Lebar,2020.0,3.0,16,0.0,,,,29.8,33.9,26.0,16.2,38.9,S06,2020,3,2020-03-16
Paya Lebar,2020.0,3.0,17,0.0,,,,29.6,33.7,26.0,16.6,40.7,S06,2020,3,2020-03-17
Paya Lebar,2020.0,3.0,18,0.2,,,,29.4,33.1,25.7,15.5,35.3,S06,2020,3,2020-03-18
Paya Lebar,2020.0,3.0,19,0.0,,,,29.3,33.4,25.7,10.8,29.5,S06,2020,3,2020-03-19
Paya Lebar,2020.0,3.0,20,10.8,,,,28.9,32.5,26.2,8.3,27.7,S06,2020,3,2020-03-20
Paya Lebar,2020.0,3.0,21,1.5,,,,28.6,32.2,26.3,6.8,24.1,S06,2020,3,2020-03-21
Paya Lebar,2020.0,3.0,22,8.7,,,,28.8,33.7,25.7,6.8,27.7,S06,2020,3,2020-03-22
Paya Lebar,2020.0,3.0,23,18.8,,,,27.6,30.6,24.8,5.8,33.5,S06,2020,3,2020-03-23
Paya Lebar,2020.0,3.0,24,0.0,,,,29.0,33.7,25.6,12.2,35.3,S06,2020,3,2020-03-24
Paya Lebar,2020.0,3.0,25,5.3,,,,29.7,33.7,26.5,10.1,29.5,S06,2020,3,2020-03-25
Paya Lebar,2020.0,3.0,26,0.0,,,,30.1,34.9,26.7,11.9,33.5,S06,2020,3,2020-03-26
Paya Lebar,2020.0,3.0,27,0.0,,,,29.9,34.9,26.1,10.8,35.3,S06,2020,3,2020-03-27
Paya Lebar,2020.0,3.0,28,0.0,,,,29.7,34.3,26.4,10.1,24.1,S06,2020,3,2020-03-28
Paya Lebar,2020.0,3.0,29,0.0,,,,29.6,34.0,26.2,12.2,31.3,S06,2020,3,2020-03-29
Paya Lebar,2020.0,3.0,30,0.0,,,,29.7,35.4,26.4,9.4,27.7,S06,2020,3,2020-03-30
Paya Lebar,2020.0,3.0,31,0.0,,,,30.3,35.3,26.3,9.7,27.7,S06,2020,3,2020-03-31
Paya Lebar,2020.0,4.0,1,0.0,,,,30.1,34.2,27.0,6.8,25.9,S06,2020,4,2020-04-01
Paya Lebar,2020.0,4.0,2,54.3,,,,29.1,35.6,25.4,6.8,33.3,S06,2020,4,2020-04-02
Paya Lebar,2020.0,4.0,3,20.7,,,,28.9,33.8,24.2,7.8,33.3,S06,2020,4,2020-04-03
Paya Lebar,2020.0,4.0,4,0.0,,,,30.3,35.2,27.0,9.6,33.3,S06,2020,4,2020-04-04
Paya Lebar,2020.0,4.0,5,0.0,,,,29.9,34.2,27.1,7.1,29.6,S06,2020,4,2020-04-05
Paya Lebar,2020.0,4.0,6,0.7,,,,29.4,32.5,24.0,5.9,27.8,S06,2020,4,2020-04-06
Paya Lebar,2020.0,4.0,7,27.4,,,,28.7,33.9,24.0,5.7,24.1,S06,2020,4,2020-04-07
Paya Lebar,2020.0,4.0,8,8.9,,,,28.7,34.8,24.8,6.7,35.2,S06,2020,4,2020-04-08
Paya Lebar,2020.0,4.0,9,0.0,,,,29.7,35.0,25.7,7.9,31.5,S06,2020,4,2020-04-09
Paya Lebar,2020.0,4.0,10,0.0,,,,29.8,34.5,26.1,6.6,22.2,S06,2020,4,2020-04-10
Paya Lebar,2020.0,4.0,11,0.0,,,,29.7,34.2,26.8,6.9,25.9,S06,2020,4,2020-04-11
Paya Lebar,2020.0,4.0,12,0.1,,,,29.7,33.4,27.2,7.2,24.1,S06,2020,4,2020-04-12
Paya Lebar,2020.0,4.0,13,6.9,,,,29.6,34.9,26.4,7.6,33.3,S06,2020,4,2020-04-13
Paya Lebar,2020.0,4.0,14,0.0,,,,30.0,34.5,26.6,10.3,33.3,S06,2020,4,2020-04-14
Paya Lebar,2020.0,4.0,15,1.9,,,,29.9,35.1,26.8,9.5,48.2,S06,2020,4,2020-04-15
Paya Lebar,2020.0,4.0,16,0.0,,,,30.5,35.4,27.1,10.7,40.7,S06,2020,4,2020-04-16
Paya Lebar,2020.0,4.0,17,0.0,,,,30.5,34.4,27.0,8.5,27.8,S06,2020,4,2020-04-17
Paya Lebar,2020.0,4.0,18,0.0,,,,30.4,35.2,27.1,9.0,33.3,S06,2020,4,2020-04-18
Paya Lebar,2020.0,4.0,19,0.0,,,,31.2,35.7,27.4,7.9,35.2,S06,2020,4,2020-04-19
Paya Lebar,2020.0,4.0,20,0.0,,,,31.1,35.3,27.6,9.5,33.3,S06,2020,4,2020-04-20
Paya Lebar,2020.0,4.0,21,9.7,,,,29.9,35.2,26.5,6.7,38.9,S06,2020,4,2020-04-21
Paya Lebar,2020.0,4.0,22,0.4,,,,30.6,34.4,27.6,7.6,35.2,S06,2020,4,2020-04-22
Paya Lebar,2020.0,4.0,23,6.1,,,,29.9,33.5,26.6,5.9,25.9,S06,2020,4,2020-04-23
Paya Lebar,2020.0,4.0,24,4.6,,,,28.8,34.2,25.7,4.1,33.3,S06,2020,4,2020-04-24
Paya Lebar,2020.0,4.0,25,0.7,,,,28.4,33.0,26.5,3.6,31.5,S06,2020,4,2020-04-25
Paya Lebar,2020.0,4.0,26,17.5,,,,28.2,31.8,26.0,3.5,35.2,S06,2020,4,2020-04-26
Paya Lebar,2020.0,4.0,27,10.0,,,,28.2,31.5,25.0,7.3,37.0,S06,2020,4,2020-04-27
Paya Lebar,2020.0,4.0,28,0.0,,,,29.4,33.8,26.7,5.5,29.6,S06,2020,4,2020-04-28
Paya Lebar,2020.0,4.0,29,35.5,,,,29.4,32.2,25.2,7.7,27.8,S06,2020,4,2020-04-29
Paya Lebar,2020.0,4.0,30,123.9,,,,27.6,32.8,24.8,3.9,42.6,S06,2020,4,2020-04-30
Paya Lebar,2020.0,5.0,1,10.4,,,,27.2,31.9,25.6,4.9,31.5,S06,2020,5,2020-05-01
Paya Lebar,2020.0,5.0,2,0.0,,,,29.3,33.7,26.0,5.4,20.4,S06,2020,5,2020-05-02
Paya Lebar,2020.0,5.0,3,4.0,,,,29.7,34.1,26.2,4.4,24.1,S06,2020,5,2020-05-03
Paya Lebar,2020.0,5.0,4,0.4,,,,28.1,30.5,25.8,4.8,22.2,S06,2020,5,2020-05-04
Paya Lebar,2020.0,5.0,5,0.0,,,,28.8,35.2,24.4,5.1,38.9,S06,2020,5,2020-05-05
Paya Lebar,2020.0,5.0,6,10.7,,,,28.4,31.2,24.4,7.5,42.6,S06,2020,5,2020-05-06
Paya Lebar,2020.0,5.0,7,0.0,,,,30.1,34.7,24.2,6.3,24.1,S06,2020,5,2020-05-07
Paya Lebar,2020.0,5.0,8,56.1,,,,29.7,34.2,24.5,9.0,31.5,S06,2020,5,2020-05-08
Paya Lebar,2020.0,5.0,9,4.4,,,,30.9,34.4,28.1,10.8,25.9,S06,2020,5,2020-05-09
Paya Lebar,2020.0,5.0,10,1.7,,,,30.0,32.7,27.8,7.6,37.0,S06,2020,5,2020-05-10
Paya Lebar,2020.0,5.0,11,23.1,,,,29.8,32.6,25.5,7.3,35.2,S06,2020,5,2020-05-11
Paya Lebar,2020.0,5.0,12,0.0,,,,30.3,33.3,25.1,6.9,31.5,S06,2020,5,2020-05-12
Paya Lebar,2020.0,5.0,13,13.3,,,,28.6,31.5,25.0,7.6,42.6,S06,2020,5,2020-05-13
Paya Lebar,2020.0,5.0,14,0.0,,,,29.8,34.7,26.5,4.6,27.8,S06,2020,5,2020-05-14
Paya Lebar,2020.0,5.0,15,0.0,,,,30.3,33.5,28.0,7.9,27.8,S06,2020,5,2020-05-15
Paya Lebar,2020.0,5.0,16,0.0,,,,30.6,34.9,28.4,7.6,33.3,S06,2020,5,2020-05-16
Paya Lebar,2020.0,5.0,17,6.9,,,,29.5,32.5,25.8,6.6,35.2,S06,2020,5,2020-05-17
Paya Lebar,2020.0,5.0,18,1.0,,,,29.8,34.0,26.5,7.3,24.1,S06,2020,5,2020-05-18
Paya Lebar,2020.0,5.0,19,7.1,,,,30.2,33.5,27.5,5.3,24.1,S06,2020,5,2020-05-19
Paya Lebar,2020.0,5.0,20,2.7,,,,29.0,32.2,25.8,4.9,33.3,S06,2020,5,2020-05-20
Paya Lebar,2020.0,5.0,21,0.1,,,,29.9,35.2,27.3,3.9,24.1,S06,2020,5,2020-05-21
Paya Lebar,2020.0,5.0,22,1.2,,,,29.0,33.7,25.7,4.6,31.5,S06,2020,5,2020-05-22
Paya Lebar,2020.0,5.0,23,1.5,,,,28.4,31.0,26.0,4.6,18.5,S06,2020,5,2020-05-23
Paya Lebar,2020.0,5.0,24,0.0,,,,30.0,32.9,27.3,4.6,24.1,S06,2020,5,2020-05-24
Paya Lebar,2020.0,5.0,25,0.0,,,,30.7,35.1,28.0,5.3,33.3,S06,2020,5,2020-05-25
Paya Lebar,2020.0,5.0,26,0.3,,,,30.8,34.4,24.1,5.6,35.2,S06,2020,5,2020-05-26
Paya Lebar,2020.0,5.0,27,33.1,,,,28.4,31.8,26.1,3.5,35.2,S06,2020,5,2020-05-27
Paya Lebar,2020.0,5.0,28,5.5,,,,29.8,34.9,26.2,5.9,27.8,S06,2020,5,2020-05-28
Paya Lebar,2020.0,5.0,29,0.0,,,,29.4,33.2,27.2,4.2,31.5,S06,2020,5,2020-05-29
Paya Lebar,2020.0,5.0,30,0.0,,,,29.6,34.2,27.0,4.5,31.5,S06,2020,5,2020-05-30
Paya Lebar,2020.0,5.0,31,0.0,,,,29.6,33.3,26.9,6.9,29.6,S06,2020,5,2020-05-31
Paya Lebar,2020.0,6.0,1,22.3,,,,27.3,29.7,24.0,6.7,37.0,S06,2020,6,2020-06-01
Paya Lebar,2020.0,6.0,2,0.0,,,,29.3,33.8,25.9,4.4,22.2,S06,2020,6,2020-06-02
Paya Lebar,2020.0,6.0,3,0.0,,,,29.7,33.0,27.7,6.6,24.1,S06,2020,6,2020-06-03
Paya Lebar,2020.0,6.0,4,8.8,,,,29.0,32.8,25.3,9.0,33.3,S06,2020,6,2020-06-04
Paya Lebar,2020.0,6.0,5,6.5,,,,28.4,31.4,25.0,12.0,37.0,S06,2020,6,2020-06-05
Paya Lebar,2020.0,6.0,6,4.6,,,,28.0,29.3,25.0,5.2,20.4,S06,2020,6,2020-06-06
Paya Lebar,2020.0,6.0,7,0.0,,,,30.0,33.4,27.7,5.6,37.0,S06,2020,6,2020-06-07
Paya Lebar,2020.0,6.0,8,1.0,,,,29.6,33.5,27.5,3.5,40.7,S06,2020,6,2020-06-08
Paya Lebar,2020.0,6.0,9,0.0,,,,30.0,33.0,27.8,8.6,35.2,S06,2020,6,2020-06-09
Paya Lebar,2020.0,6.0,10,23.2,,,,29.7,33.1,25.3,9.2,38.9,S06,2020,6,2020-06-10
Paya Lebar,2020.0,6.0,11,3.9,,,,29.3,34.8,26.3,4.1,22.2,S06,2020,6,2020-06-11
Paya Lebar,2020.0,6.0,12,4.3,,,,29.3,31.9,24.3,6.1,22.2,S06,2020,6,2020-06-12
Paya Lebar,2020.0,6.0,13,17.4,,,,26.3,27.8,24.7,7.3,27.8,S06,2020,6,2020-06-13
Paya Lebar,2020.0,6.0,14,0.8,,,,28.3,32.6,25.7,6.1,29.6,S06,2020,6,2020-06-14
Paya Lebar,2020.0,6.0,15,2.3,,,,29.7,32.3,28.3,7.3,31.5,S06,2020,6,2020-06-15
Paya Lebar,2020.0,6.0,16,2.4,,,,28.9,31.8,26.6,5.0,31.5,S06,2020,6,2020-06-16
Paya Lebar,2020.0,6.0,17,25.8,,,,27.4,30.3,25.0,4.6,29.6,S06,2020,6,2020-06-17
Paya Lebar,2020.0,6.0,18,3.3,,,,28.0,30.2,25.8,5.1,20.4,S06,2020,6,2020-06-18
Paya Lebar,2020.0,6.0,19,2.6,,,,28.3,32.2,24.5,8.4,27.8,S06,2020,6,2020-06-19
Paya Lebar,2020.0,6.0,20,63.9,,,,26.6,28.9,23.3,6.1,42.6,S06,2020,6,2020-06-20
Paya Lebar,2020.0,6.0,21,20.9,,,,26.7,28.9,23.6,6.4,35.2,S06,2020,6,2020-06-21
Paya Lebar,2020.0,6.0,22,4.1,,,,27.4,29.9,23.4,6.3,42.6,S06,2020,6,2020-06-22
Paya Lebar,2020.0,6.0,23,100.2,,,,26.5,28.9,22.8,8.5,29.6,S06,2020,6,2020-06-23
Paya Lebar,2020.0,6.0,24,35.0,,,,26.8,27.6,23.6,9.5,38.9,S06,2020,6,2020-06-24
Paya Lebar,2020.0,6.0,25,0.0,,,,28.3,31.4,25.8,7.0,25.9,S06,2020,6,2020-06-25
Paya Lebar,2020.0,6.0,26,0.0,,,,29.2,32.1,27.0,8.4,33.3,S06,2020,6,2020-06-26
Paya Lebar,2020.0,6.0,27,1.8,,,,29.4,31.4,27.8,9.8,29.6,S06,2020,6,2020-06-27
Paya Lebar,2020.0,6.0,28,1.3,,,,29.0,31.1,25.2,10.3,37.0,S06,2020,6,2020-06-28
Paya Lebar,2020.0,6.0,29,0.0,,,,29.6,32.4,27.6,10.9,31.5,S06,2020,6,2020-06-29
Paya Lebar,2020.0,6.0,30,6.7,,,,29.4,32.4,25.9,9.8,33.3,S06,2020,6,2020-06-30
Paya Lebar,2020.0,7.0,1,0.0,,,,29.1,31.8,27.5,8.4,29.6,S06,2020,7,2020-07-01
Paya Lebar,2020.0,7.0,2,0.0,,,,29.4,32.1,28.0,10.7,24.1,S06,2020,7,2020-07-02
Paya Lebar,2020.0,7.0,3,0.0,,,,29.9,32.3,28.0,10.3,27.8,S06,2020,7,2020-07-03
Paya Lebar,2020.0,7.0,4,0.1,,,,29.1,32.3,25.8,8.6,27.8,S06,2020,7,2020-07-04
Paya Lebar,2020.0,7.0,5,0.1,,,,28.5,32.2,26.5,5.6,24.1,S06,2020,7,2020-07-05
Paya Lebar,2020.0,7.0,6,4.4,,,,29.4,32.5,26.8,9.0,29.6,S06,2020,7,2020-07-06
Paya Lebar,2020.0,7.0,7,0.2,,,,28.2,30.9,26.5,5.6,29.6,S06,2020,7,2020-07-07
Paya Lebar,2020.0,7.0,8,24.1,,,,27.7,31.0,25.0,4.2,22.2,S06,2020,7,2020-07-08
Paya Lebar,2020.0,7.0,9,4.1,,,,26.2,28.0,24.8,9.7,25.9,S06,2020,7,2020-07-09
Paya Lebar,2020.0,7.0,10,0.0,,,,27.6,30.7,25.3,3.9,18.5,S06,2020,7,2020-07-10
Paya Lebar,2020.0,7.0,11,2.2,,,,27.9,30.0,24.7,4.4,18.5,S06,2020,7,2020-07-11
Paya Lebar,2020.0,7.0,12,1.0,,,,28.8,31.7,26.2,9.4,40.7,S06,2020,7,2020-07-12
Paya Lebar,2020.0,7.0,13,32.4,,,,26.3,28.7,24.1,7.3,29.6,S06,2020,7,2020-07-13
Paya Lebar,2020.0,7.0,14,0.0,,,,27.3,29.0,25.9,6.7,20.4,S06,2020,7,2020-07-14
Paya Lebar,2020.0,7.0,15,0.2,,,,28.2,30.2,26.2,7.9,24.1,S06,2020,7,2020-07-15
Paya Lebar,2020.0,7.0,16,0.3,,,,28.8,33.8,26.4,5.3,27.8,S06,2020,7,2020-07-16
Paya Lebar,2020.0,7.0,17,0.0,,,,29.6,33.2,26.8,6.5,31.5,S06,2020,7,2020-07-17
Paya Lebar,2020.0,7.0,18,0.0,,,,28.7,32.5,26.3,5.2,25.9,S06,2020,7,2020-07-18
Paya Lebar,2020.0,7.0,19,0.0,,,,29.1,32.6,26.5,5.9,25.9,S06,2020,7,2020-07-19
Paya Lebar,2020.0,7.0,20,0.0,,,,29.8,34.0,27.4,7.7,29.6,S06,2020,7,2020-07-20
Paya Lebar,2020.0,7.0,21,0.2,,,,29.4,32.7,27.2,7.8,,S06,2020,7,2020-07-21
Paya Lebar,2020.0,7.0,22,41.0,,,,28.2,30.5,24.4,5.4,,S06,2020,7,2020-07-22
Paya Lebar,2020.0,7.0,23,3.4,,,,28.2,31.1,25.0,7.4,33.3,S06,2020,7,2020-07-23
Paya Lebar,2020.0,7.0,24,27.8,,,,27.6,30.4,24.0,5.8,37.0,S06,2020,7,2020-07-24
Paya Lebar,2020.0,7.0,25,1.3,,,,27.7,31.5,25.7,6.4,33.3,S06,2020,7,2020-07-25
Paya Lebar,2020.0,7.0,26,16.9,,,,27.9,31.3,24.2,8.6,42.6,S06,2020,7,2020-07-26
Paya Lebar,2020.0,7.0,27,27.5,,,,27.0,29.7,22.7,7.5,46.3,S06,2020,7,2020-07-27
Paya Lebar,2020.0,7.0,28,0.0,,,,28.4,30.8,25.6,8.2,31.5,S06,2020,7,2020-07-28
Paya Lebar,2020.0,7.0,29,14.3,,,,26.6,28.9,24.0,5.3,40.7,S06,2020,7,2020-07-29
Paya Lebar,2020.0,7.0,30,0.4,,,,28.5,31.9,25.8,7.6,27.8,S06,2020,7,2020-07-30
Paya Lebar,2020.0,7.0,31,1.8,,,,29.0,31.9,24.8,9.8,25.9,S06,2020,7,2020-07-31
Paya Lebar,2020.0,8.0,1,0.0,,,,29.1,31.4,26.3,11.7,29.6,S06,2020,8,2020-08-01
Paya Lebar,2020.0,8.0,2,0.0,,,,29.4,32.0,27.5,12.0,33.3,S06,2020,8,2020-08-02
Paya Lebar,2020.0,8.0,3,0.0,,,,29.8,32.3,26.7,10.3,27.8,S06,2020,8,2020-08-03
Paya Lebar,2020.0,8.0,4,3.6,,,,28.6,30.7,25.0,9.3,37.0,S06,2020,8,2020-08-04
Paya Lebar,2020.0,8.0,5,0.0,,,,29.3,31.9,27.6,11.2,33.3,S06,2020,8,2020-08-05
Paya Lebar,2020.0,8.0,6,0.0,,,,29.7,32.3,27.4,8.3,24.1,S06,2020,8,2020-08-06
Paya Lebar,2020.0,8.0,7,0.0,,,,30.1,33.5,27.8,10.0,33.3,S06,2020,8,2020-08-07
Paya Lebar,2020.0,8.0,8,0.0,,,,30.2,33.5,28.1,10.4,27.8,S06,2020,8,2020-08-08
Paya Lebar,2020.0,8.0,9,0.0,,,,30.3,33.7,28.2,10.0,25.9,S06,2020,8,2020-08-09
Paya Lebar,2020.0,8.0,10,0.0,,,,30.4,33.1,28.3,12.0,29.6,S06,2020,8,2020-08-10
Paya Lebar,2020.0,8.0,11,0.1,,,,30.3,33.2,28.4,9.9,29.6,S06,2020,8,2020-08-11
Paya Lebar,2020.0,8.0,12,0.1,,,,28.6,31.7,23.5,7.6,33.3,S06,2020,8,2020-08-12
Paya Lebar,2020.0,8.0,13,54.3,,,,29.0,33.0,24.2,9.3,22.2,S06,2020,8,2020-08-13
Paya Lebar,2020.0,8.0,14,60.5,,,,26.4,29.2,23.4,5.9,33.3,S06,2020,8,2020-08-14
