Station,Year,Month,Day,date,station,year,month,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),StationType,StationName,geometry
Punggol,2024,6,13,2024-06-13,S81,2024,6,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,14,2024-06-14,S81,2024,6,18.4,18.2,18.4,18.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,15,2024-06-15,S81,2024,6,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,16,2024-06-16,S81,2024,6,5.4,1.8,3.4,4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,17,2024-06-17,S81,2024,6,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,18,2024-06-18,S81,2024,6,3.2,2.4,2.4,2.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,19,2024-06-19,S81,2024,6,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,20,2024-06-20,S81,2024,6,1.4,0.8,1.2,1.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,21,2024-06-21,S81,2024,6,43,18.2,24.2,32,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,22,2024-06-22,S81,2024,6,34.6,9.8,15.8,28,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,23,2024-06-23,S81,2024,6,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,24,2024-06-24,S81,2024,6,0.2,0.2,0.2,0.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,25,2024-06-25,S81,2024,6,1.2,1.2,1.2,1.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,26,2024-06-26,S81,2024,6,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,27,2024-06-27,S81,2024,6,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,28,2024-06-28,S81,2024,6,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,29,2024-06-29,S81,2024,6,6.6,5.2,6,6.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,6,30,2024-06-30,S81,2024,6,27.8,8.4,12.8,21.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,1,2024-07-01,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,2,2024-07-02,S81,2024,7,1.2,0.6,1,1.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,3,2024-07-03,S81,2024,7,9.6,8.8,9,9.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,4,2024-07-04,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,5,2024-07-05,S81,2024,7,1.8,1.4,1.8,1.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,6,2024-07-06,S81,2024,7,18,14.8,17.4,17.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,7,2024-07-07,S81,2024,7,15.4,15.4,15.4,15.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,8,2024-07-08,S81,2024,7,7,2.2,3.6,5.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,9,2024-07-09,S81,2024,7,20,18.6,19.8,19.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,10,2024-07-10,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,11,2024-07-11,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,12,2024-07-12,S81,2024,7,9.4,3.8,6,7.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,13,2024-07-13,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,14,2024-07-14,S81,2024,7,2.8,2.8,2.8,2.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,15,2024-07-15,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,16,2024-07-16,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,17,2024-07-17,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,18,2024-07-18,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,19,2024-07-19,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,20,2024-07-20,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,21,2024-07-21,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,22,2024-07-22,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,23,2024-07-23,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,24,2024-07-24,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,25,2024-07-25,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,26,2024-07-26,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,27,2024-07-27,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,28,2024-07-28,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,29,2024-07-29,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,30,2024-07-30,S81,2024,7,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,7,31,2024-07-31,S81,2024,7,2,2,2,2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,1,2024-08-01,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,2,2024-08-02,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,3,2024-08-03,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,4,2024-08-04,S81,2024,8,9.4,3.6,3.6,5.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,5,2024-08-05,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,6,2024-08-06,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,7,2024-08-07,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,8,2024-08-08,S81,2024,8,1.8,1.2,1.6,1.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,9,2024-08-09,S81,2024,8,6,3.8,3.8,3.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,10,2024-08-10,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,11,2024-08-11,S81,2024,8,1,0.4,0.4,0.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,12,2024-08-12,S81,2024,8,8.2,8,8,8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,13,2024-08-13,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,14,2024-08-14,S81,2024,8,20.4,6.2,8.4,15,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,15,2024-08-15,S81,2024,8,3.6,3.6,3.6,3.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,16,2024-08-16,S81,2024,8,5.4,5.2,5.4,5.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,17,2024-08-17,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,18,2024-08-18,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,19,2024-08-19,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,20,2024-08-20,S81,2024,8,0.2,0.2,0.2,0.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,21,2024-08-21,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,22,2024-08-22,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,23,2024-08-23,S81,2024,8,5.2,5.2,5.2,5.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,24,2024-08-24,S81,2024,8,14.2,5.6,6.6,7.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,25,2024-08-25,S81,2024,8,6.6,6.6,6.6,6.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,26,2024-08-26,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,27,2024-08-27,S81,2024,8,0.6,0.6,0.6,0.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,28,2024-08-28,S81,2024,8,12.2,9.8,11.2,12.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,29,2024-08-29,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,30,2024-08-30,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,8,31,2024-08-31,S81,2024,8,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,1,2024-09-01,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,2,2024-09-02,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,3,2024-09-03,S81,2024,9,1.6,1.4,1.4,1.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,4,2024-09-04,S81,2024,9,21.8,9.8,14.6,19.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,5,2024-09-05,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,6,2024-09-06,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,7,2024-09-07,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,8,2024-09-08,S81,2024,9,1.2,1.2,1.2,1.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,9,2024-09-09,S81,2024,9,2,1,1.2,1.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,10,2024-09-10,S81,2024,9,10.2,4.4,7.6,9.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,11,2024-09-11,S81,2024,9,8.4,6.8,7.6,8.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,12,2024-09-12,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,13,2024-09-13,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,14,2024-09-14,S81,2024,9,24.2,11.2,16.4,17.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,15,2024-09-15,S81,2024,9,13.6,13.4,13.4,13.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,16,2024-09-16,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,17,2024-09-17,S81,2024,9,6.4,6,6.4,6.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,18,2024-09-18,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,19,2024-09-19,S81,2024,9,0.2,0.2,0.2,0.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,20,2024-09-20,S81,2024,9,13.8,13.8,13.8,13.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,21,2024-09-21,S81,2024,9,11,14,19.4,22.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,22,2024-09-22,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,23,2024-09-23,S81,2024,9,5.6,5,5,5,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,24,2024-09-24,S81,2024,9,13.8,12.6,13.6,13.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,25,2024-09-25,S81,2024,9,5,3.8,3.8,3.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,26,2024-09-26,S81,2024,9,16.2,6.2,12,15,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,27,2024-09-27,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,28,2024-09-28,S81,2024,9,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,29,2024-09-29,S81,2024,9,3.2,3.2,3.2,3.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,9,30,2024-09-30,S81,2024,9,27,20,22.8,22.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,1,2024-10-01,S81,2024,10,3.6,2.4,2.8,3.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,2,2024-10-02,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,3,2024-10-03,S81,2024,10,2,1.6,2,2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,4,2024-10-04,S81,2024,10,1.4,0.6,0.6,0.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,5,2024-10-05,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,6,2024-10-06,S81,2024,10,24,13.4,15.2,16.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,7,2024-10-07,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,8,2024-10-08,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,9,2024-10-09,S81,2024,10,2,2,2,2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,10,2024-10-10,S81,2024,10,2.4,2.2,2.4,2.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,11,2024-10-11,S81,2024,10,7.4,4.6,5.4,5.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,12,2024-10-12,S81,2024,10,3,0.8,1.2,1.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,13,2024-10-13,S81,2024,10,4.6,4.6,4.6,4.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,14,2024-10-14,S81,2024,10,31.4,15.2,19,21,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,15,2024-10-15,S81,2024,10,0.2,0.2,0.2,0.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,16,2024-10-16,S81,2024,10,7.8,7.4,7.6,7.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,17,2024-10-17,S81,2024,10,5.8,5.2,5.4,5.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,18,2024-10-18,S81,2024,10,0,0,0,0.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,19,2024-10-19,S81,2024,10,0.2,0.2,0.2,0.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,20,2024-10-20,S81,2024,10,21.4,14.2,17.6,20.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,21,2024-10-21,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,22,2024-10-22,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,23,2024-10-23,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,24,2024-10-24,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,25,2024-10-25,S81,2024,10,0.4,0.4,0.4,0.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,26,2024-10-26,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,27,2024-10-27,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,28,2024-10-28,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,29,2024-10-29,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,30,2024-10-30,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,10,31,2024-10-31,S81,2024,10,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,1,2024-11-01,S81,2024,11,4,2.8,3.6,4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,2,2024-11-02,S81,2024,11,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,3,2024-11-03,S81,2024,11,24.2,13,21.8,24,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,4,2024-11-04,S81,2024,11,1.8,1.8,1.8,1.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,5,2024-11-05,S81,2024,11,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,6,2024-11-06,S81,2024,11,10.4,5.2,6,6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,7,2024-11-07,S81,2024,11,2.4,1.6,2.4,2.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,8,2024-11-08,S81,2024,11,1.6,1,1.6,1.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,9,2024-11-09,S81,2024,11,2.2,2,2.2,2.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,10,2024-11-10,S81,2024,11,29.2,13.2,14.4,14.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,11,2024-11-11,S81,2024,11,16,11.4,15,15.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,12,2024-11-12,S81,2024,11,7.6,4.2,4.8,7.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,13,2024-11-13,S81,2024,11,4,3.2,4,4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,14,2024-11-14,S81,2024,11,2,1.6,1.8,2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,15,2024-11-15,S81,2024,11,7.4,7.2,7.4,7.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,16,2024-11-16,S81,2024,11,68.4,30.4,41.6,61.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,17,2024-11-17,S81,2024,11,25.2,18.4,23.2,25,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,18,2024-11-18,S81,2024,11,1.2,1,1,1,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,19,2024-11-19,S81,2024,11,8.4,3.2,4.2,4.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,20,2024-11-20,S81,2024,11,0.6,0.4,0.4,0.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,21,2024-11-21,S81,2024,11,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,22,2024-11-22,S81,2024,11,45,13.8,22.8,27.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,23,2024-11-23,S81,2024,11,23.4,11.8,18,22.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,24,2024-11-24,S81,2024,11,0.2,0.2,0.2,0.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,25,2024-11-25,S81,2024,11,0.4,0.4,0.4,0.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,26,2024-11-26,S81,2024,11,21.8,8,11.8,16,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,27,2024-11-27,S81,2024,11,11.2,4.2,5.6,8.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,28,2024-11-28,S81,2024,11,14.6,11.4,11.8,12.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,29,2024-11-29,S81,2024,11,28.2,14.2,18.4,21,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,11,30,2024-11-30,S81,2024,11,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,1,2024-12-01,S81,2024,12,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,2,2024-12-02,S81,2024,12,0.8,0.6,0.8,0.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,3,2024-12-03,S81,2024,12,29.6,21.8,22.6,27.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,4,2024-12-04,S81,2024,12,0.2,0.2,0.2,0.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,5,2024-12-05,S81,2024,12,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,6,2024-12-06,S81,2024,12,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,7,2024-12-07,S81,2024,12,1.8,1.8,1.8,1.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,8,2024-12-08,S81,2024,12,1.2,1.2,1.2,1.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,9,2024-12-09,S81,2024,12,1.8,0.6,1,1.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,10,2024-12-10,S81,2024,12,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,11,2024-12-11,S81,2024,12,0.4,0.2,0.2,0.2,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,12,2024-12-12,S81,2024,12,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,13,2024-12-13,S81,2024,12,12.6,8.6,11.8,12.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,14,2024-12-14,S81,2024,12,0.4,0.2,0.4,0.4,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,15,2024-12-15,S81,2024,12,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,16,2024-12-16,S81,2024,12,2,1.2,1.6,1.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,17,2024-12-17,S81,2024,12,1.6,0.6,1,1,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,18,2024-12-18,S81,2024,12,1.2,0.6,0.6,0.8,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,19,2024-12-19,S81,2024,12,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,20,2024-12-20,S81,2024,12,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,21,2024-12-21,S81,2024,12,5.6,5.6,5.6,5.6,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
Punggol,2024,12,22,2024-12-22,S81,2024,12,0,0,0,0,Rainfall,Punggol,"c(36477.9549105499, 42740.1505244501)"
