Station,Year,Month,Day,date,station,year,month,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),StationType,StationName,geometry
Macritchie Reservoir,2020,1,1,2020-01-01,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,2,2020-01-02,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,3,2020-01-03,S07,2020,1,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,4,2020-01-04,S07,2020,1,4.6,2.4,2.4,2.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,5,2020-01-05,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,6,2020-01-06,S07,2020,1,13.2,7.8,9.2,11.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,7,2020-01-07,S07,2020,1,1.8,1,1.4,1.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,8,2020-01-08,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,9,2020-01-09,S07,2020,1,2.6,2.6,2.6,2.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,10,2020-01-10,S07,2020,1,4.4,3.8,4.4,4.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,11,2020-01-11,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,12,2020-01-12,S07,2020,1,12,11.4,11.6,11.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,13,2020-01-13,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,14,2020-01-14,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,15,2020-01-15,S07,2020,1,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,16,2020-01-16,S07,2020,1,1.2,1.2,1.2,1.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,17,2020-01-17,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,18,2020-01-18,S07,2020,1,7,6.2,7,7,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,19,2020-01-19,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,20,2020-01-20,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,21,2020-01-21,S07,2020,1,14.4,6,7.6,12.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,22,2020-01-22,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,23,2020-01-23,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,24,2020-01-24,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,25,2020-01-25,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,26,2020-01-26,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,27,2020-01-27,S07,2020,1,4.2,2.6,3,4.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,28,2020-01-28,S07,2020,1,0.4,0.4,0.4,0.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,29,2020-01-29,S07,2020,1,37,12.8,20.8,27.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,30,2020-01-30,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,1,31,2020-01-31,S07,2020,1,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,1,2020-02-01,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,2,2020-02-02,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,3,2020-02-03,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,4,2020-02-04,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,5,2020-02-05,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,6,2020-02-06,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,7,2020-02-07,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,8,2020-02-08,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,9,2020-02-09,S07,2020,2,5.8,2,2.4,3.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,10,2020-02-10,S07,2020,2,4.8,2.4,4.2,4.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,11,2020-02-11,S07,2020,2,56,13.2,20,27.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,12,2020-02-12,S07,2020,2,5.8,5.6,5.6,5.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,13,2020-02-13,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,14,2020-02-14,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,15,2020-02-15,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,16,2020-02-16,S07,2020,2,13.6,13.2,13.6,13.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,17,2020-02-17,S07,2020,2,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,18,2020-02-18,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,19,2020-02-19,S07,2020,2,16.6,15.8,16.6,16.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,20,2020-02-20,S07,2020,2,0.8,0.8,0.8,0.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,21,2020-02-21,S07,2020,2,12.2,6.4,6.4,6.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,22,2020-02-22,S07,2020,2,6.4,3.6,3.6,6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,23,2020-02-23,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,24,2020-02-24,S07,2020,2,5,2.8,2.8,3,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,25,2020-02-25,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,26,2020-02-26,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,27,2020-02-27,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,28,2020-02-28,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,2,29,2020-02-29,S07,2020,2,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,1,2020-03-01,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,2,2020-03-02,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,3,2020-03-03,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,4,2020-03-04,S07,2020,3,0.4,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,5,2020-03-05,S07,2020,3,13.6,8.8,12.8,13.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,6,2020-03-06,S07,2020,3,1.8,1.8,1.8,1.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,7,2020-03-07,S07,2020,3,40.2,26.6,35,38.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,8,2020-03-08,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,9,2020-03-09,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,10,2020-03-10,S07,2020,3,7.6,7.6,7.6,7.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,11,2020-03-11,S07,2020,3,3,2.6,2.8,2.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,12,2020-03-12,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,13,2020-03-13,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,14,2020-03-14,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,15,2020-03-15,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,16,2020-03-16,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,17,2020-03-17,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,18,2020-03-18,S07,2020,3,0.4,0.4,0.4,0.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,19,2020-03-19,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,20,2020-03-20,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,21,2020-03-21,S07,2020,3,4.4,2.4,2.4,2.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,22,2020-03-22,S07,2020,3,10.2,10,10,10.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,23,2020-03-23,S07,2020,3,29,23.2,25.4,28.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,24,2020-03-24,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,25,2020-03-25,S07,2020,3,5.2,3.4,4.2,5.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,26,2020-03-26,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,27,2020-03-27,S07,2020,3,22.6,17,19.2,22.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,28,2020-03-28,S07,2020,3,0.4,0.4,0.4,0.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,29,2020-03-29,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,30,2020-03-30,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,3,31,2020-03-31,S07,2020,3,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,1,2020-04-01,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,2,2020-04-02,S07,2020,4,13,9.8,12.8,13,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,3,2020-04-03,S07,2020,4,5,1.8,3,4.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,4,2020-04-04,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,5,2020-04-05,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,6,2020-04-06,S07,2020,4,4.2,3.8,4,4.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,7,2020-04-07,S07,2020,4,11,3,4.2,7,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,8,2020-04-08,S07,2020,4,1.8,1,1,1.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,9,2020-04-09,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,10,2020-04-10,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,11,2020-04-11,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,12,2020-04-12,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,13,2020-04-13,S07,2020,4,39,19.4,31.6,39,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,14,2020-04-14,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,15,2020-04-15,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,16,2020-04-16,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,17,2020-04-17,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,18,2020-04-18,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,19,2020-04-19,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,20,2020-04-20,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,21,2020-04-21,S07,2020,4,15.2,11.4,11.4,11.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,22,2020-04-22,S07,2020,4,0.6,0.6,0.8,0.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,23,2020-04-23,S07,2020,4,15.4,7.6,7.6,12,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,24,2020-04-24,S07,2020,4,6.4,3.8,3.8,5.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,25,2020-04-25,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,26,2020-04-26,S07,2020,4,21.4,18.6,21.2,21.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,27,2020-04-27,S07,2020,4,3.8,2.2,3,3.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,28,2020-04-28,S07,2020,4,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,29,2020-04-29,S07,2020,4,3.6,3.2,3.4,3.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,4,30,2020-04-30,S07,2020,4,46.8,27,37.6,42.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,1,2020-05-01,S07,2020,5,6.4,1.8,3.6,5.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,2,2020-05-02,S07,2020,5,0,0,0,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,3,2020-05-03,S07,2020,5,7.6,7.2,7.2,7.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,4,2020-05-04,S07,2020,5,1.6,0.6,0.8,1.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,5,2020-05-05,S07,2020,5,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,6,2020-05-06,S07,2020,5,6.8,6,6.4,6.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,7,2020-05-07,S07,2020,5,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,8,2020-05-08,S07,2020,5,60,23,41.8,59.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,9,2020-05-09,S07,2020,5,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,10,2020-05-10,S07,2020,5,25.8,17.2,24.8,25,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,11,2020-05-11,S07,2020,5,15,11.8,13.2,14.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,12,2020-05-12,S07,2020,5,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,13,2020-05-13,S07,2020,5,1.4,0.8,1,1.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,14,2020-05-14,S07,2020,5,3,2.8,3,3,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,15,2020-05-15,S07,2020,5,3.6,3.6,3.6,3.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,16,2020-05-16,S07,2020,5,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,17,2020-05-17,S07,2020,5,44.4,25.4,29.8,30,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,18,2020-05-18,S07,2020,5,1,1.2,3,5.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,19,2020-05-19,S07,2020,5,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,20,2020-05-20,S07,2020,5,3.8,3.4,3.4,3.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,21,2020-05-21,S07,2020,5,2.6,2.6,2.6,2.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,22,2020-05-22,S07,2020,5,23.4,13.4,17.2,23,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,23,2020-05-23,S07,2020,5,7.8,5.2,6.8,7.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,24,2020-05-24,S07,2020,5,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,25,2020-05-25,S07,2020,5,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,26,2020-05-26,S07,2020,5,10.2,10,10,10.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,27,2020-05-27,S07,2020,5,15.8,21.8,23.6,24.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,28,2020-05-28,S07,2020,5,76.4,46,62,72.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,29,2020-05-29,S07,2020,5,0.2,0.2,0.2,6.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,30,2020-05-30,S07,2020,5,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,5,31,2020-05-31,S07,2020,5,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,1,2020-06-01,S07,2020,6,13.6,6,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,2,2020-06-02,S07,2020,6,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,3,2020-06-03,S07,2020,6,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,4,2020-06-04,S07,2020,6,3.8,1,1.8,2.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,5,2020-06-05,S07,2020,6,1.4,0.6666666666666667,1.2000000000000002,1.4666666666666668,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,6,2020-06-06,S07,2020,6,6.2,0.33333333333333337,0.6000000000000001,0.7333333333333334,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,7,2020-06-07,S07,2020,6,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,8,2020-06-08,S07,2020,6,3,3,3,3,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,9,2020-06-09,S07,2020,6,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,10,2020-06-10,S07,2020,6,43,33.8,42.6,43,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,11,2020-06-11,S07,2020,6,3.2,2.6,3,3,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,12,2020-06-12,S07,2020,6,12.4,7,9.4,9.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,13,2020-06-13,S07,2020,6,43.2,32.4,36.4,36.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,14,2020-06-14,S07,2020,6,32.6,26.6,31.2,32.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,15,2020-06-15,S07,2020,6,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,16,2020-06-16,S07,2020,6,4.2,2,2.4,2.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
